"PersonId","TaskType","credits"
"PID0913","Specialised workflow",13.2
"PID0914","Write or debug code",15.3
"PID0914","Meeting workflow",34
"PID0914","Email workflow",62
"PID0914","Communication workflow",59.6
"PID0914","Document and comment",31.1
"PID0914","Analysis and research",28.3
"PID0914","General assistance",35.4
"PID0914","Specialised workflow",20.6
"PID0915","Write or debug code",9.7
"PID0915","Meeting workflow",2.1
"PID0915","Email workflow",2.5
"PID0915","Communication workflow",1.9
"PID0915","Document and comment",1.5
"PID0915","Analysis and research",3
"PID0915","General assistance",1.3
"PID0915","Specialised workflow",1.5
"PID0916","Write or debug code",18.5
"PID0916","Meeting workflow",72.6
"PID0916","Email workflow",53.9
"PID0916","Communication workflow",81.4
"PID0916","Document and comment",114.8
"PID0916","Analysis and research",62.8
"PID0916","General assistance",25.1
"PID0916","Specialised workflow",17.8
"PID0917","Write or debug code",42.4
"PID0917","Meeting workflow",157.4
"PID0917","Email workflow",151.7
"PID0917","Communication workflow",153.8
"PID0917","Document and comment",118.7
"PID0917","Analysis and research",99.3
"PID0917","General assistance",74.4
"PID0917","Specialised workflow",33.6
"PID0918","Write or debug code",0
"PID0918","Meeting workflow",0
"PID0918","Email workflow",0
"PID0918","Communication workflow",0
"PID0918","Document and comment",0
"PID0918","Analysis and research",0
"PID0918","General assistance",0
"PID0918","Specialised workflow",0
"PID0919","Write or debug code",3.6
"PID0919","Meeting workflow",19
"PID0919","Email workflow",13.8
"PID0919","Communication workflow",16.5
"PID0919","Document and comment",13.1
"PID0919","Analysis and research",8.3
"PID0919","General assistance",5.2
"PID0919","Specialised workflow",2.7
"PID0920","Write or debug code",3.8
"PID0920","Meeting workflow",9
"PID0920","Email workflow",17.2
"PID0920","Communication workflow",16
"PID0920","Document and comment",29.2
"PID0920","Analysis and research",9.6
"PID0920","General assistance",6.7
"PID0920","Specialised workflow",2.8
"PID0921","Write or debug code",8.5
"PID0921","Meeting workflow",30.5
"PID0921","Email workflow",31.2
"PID0921","Communication workflow",38.2
"PID0921","Document and comment",14.8
"PID0921","Analysis and research",20.4
"PID0921","General assistance",20.6
"PID0921","Specialised workflow",8.9
"PID0922","Write or debug code",9.5
"PID0922","Meeting workflow",30.7
"PID0922","Email workflow",48.5
"PID0922","Communication workflow",19.2
"PID0922","Document and comment",59.5
"PID0922","Analysis and research",56.8
"PID0922","General assistance",16.9
"PID0922","Specialised workflow",10.1
"PID0923","Write or debug code",7.8
"PID0923","Meeting workflow",21.9
"PID0923","Email workflow",36.5
"PID0923","Communication workflow",14.9
"PID0923","Document and comment",31.3
"PID0923","Analysis and research",72.7
"PID0923","General assistance",14.5
"PID0923","Specialised workflow",12.1
"PID0924","Write or debug code",16.1
"PID0924","Meeting workflow",45.5
"PID0924","Email workflow",111.8
"PID0924","Communication workflow",110.3
"PID0924","Document and comment",42.6
"PID0924","Analysis and research",31.6
"PID0924","General assistance",64.5
"PID0924","Specialised workflow",31.3
"PID0925","Write or debug code",35.3
"PID0925","Meeting workflow",101.5
"PID0925","Email workflow",142.1
"PID0925","Communication workflow",118.5
"PID0925","Document and comment",184.4
"PID0925","Analysis and research",89.3
"PID0925","General assistance",59
"PID0925","Specialised workflow",37.7
"PID0926","Write or debug code",249.5
"PID0926","Meeting workflow",71.1
"PID0926","Email workflow",84.5
"PID0926","Communication workflow",59
"PID0926","Document and comment",52.7
"PID0926","Analysis and research",52.8
"PID0926","General assistance",27.7
"PID0926","Specialised workflow",37.1
"PID0927","Write or debug code",20.1
"PID0927","Meeting workflow",168.2
"PID0927","Email workflow",218.5
"PID0927","Communication workflow",113.6
"PID0927","Document and comment",55.6
"PID0927","Analysis and research",52.4
"PID0927","General assistance",38.8
"PID0927","Specialised workflow",18.1
"PID0928","Write or debug code",14.8
"PID0928","Meeting workflow",62.4
"PID0928","Email workflow",126.6
"PID0928","Communication workflow",113.2
"PID0928","Document and comment",46.2
"PID0928","Analysis and research",40.5
"PID0928","General assistance",55.3
"PID0928","Specialised workflow",24.2
"PID0929","Write or debug code",0.5
"PID0929","Meeting workflow",1.8
"PID0929","Email workflow",2.2
"PID0929","Communication workflow",0.8
"PID0929","Document and comment",3.4
"PID0929","Analysis and research",2.3
"PID0929","General assistance",0.6
"PID0929","Specialised workflow",0.7
"PID0930","Write or debug code",4.3
"PID0930","Meeting workflow",14.2
"PID0930","Email workflow",21.1
"PID0930","Communication workflow",29.5
"PID0930","Document and comment",9.9
"PID0930","Analysis and research",8
"PID0930","General assistance",12.5
"PID0930","Specialised workflow",6.7
"PID0931","Write or debug code",0
"PID0931","Meeting workflow",0
"PID0931","Email workflow",0
"PID0931","Communication workflow",0
"PID0931","Document and comment",0
"PID0931","Analysis and research",0
"PID0931","General assistance",0
"PID0931","Specialised workflow",0
"PID0932","Write or debug code",51.5
"PID0932","Meeting workflow",7.5
"PID0932","Email workflow",7.1
"PID0932","Communication workflow",6
"PID0932","Document and comment",6.9
"PID0932","Analysis and research",9.2
"PID0932","General assistance",4.3
"PID0932","Specialised workflow",5.5
"PID0933","Write or debug code",6.9
"PID0933","Meeting workflow",14.6
"PID0933","Email workflow",23.3
"PID0933","Communication workflow",27.6
"PID0933","Document and comment",25.9
"PID0933","Analysis and research",17
"PID0933","General assistance",12.8
"PID0933","Specialised workflow",5.6
"PID0934","Write or debug code",13.8
"PID0934","Meeting workflow",32.4
"PID0934","Email workflow",73.8
"PID0934","Communication workflow",90.4
"PID0934","Document and comment",38.3
"PID0934","Analysis and research",35.3
"PID0934","General assistance",64
"PID0934","Specialised workflow",19.9
"PID0935","Write or debug code",109.8
"PID0935","Meeting workflow",25.1
"PID0935","Email workflow",22
"PID0935","Communication workflow",20.8
"PID0935","Document and comment",28.7
"PID0935","Analysis and research",25.9
"PID0935","General assistance",14.3
"PID0935","Specialised workflow",17.7
"PID0936","Write or debug code",16.9
"PID0936","Meeting workflow",124.5
"PID0936","Email workflow",96.1
"PID0936","Communication workflow",74.6
"PID0936","Document and comment",55.9
"PID0936","Analysis and research",62.7
"PID0936","General assistance",41.3
"PID0936","Specialised workflow",13.6
"PID0937","Write or debug code",12.1
"PID0937","Meeting workflow",32.9
"PID0937","Email workflow",56.3
"PID0937","Communication workflow",60.6
"PID0937","Document and comment",45.6
"PID0937","Analysis and research",26.4
"PID0937","General assistance",36.7
"PID0937","Specialised workflow",16.6
"PID0938","Write or debug code",60.4
"PID0938","Meeting workflow",167
"PID0938","Email workflow",221.7
"PID0938","Communication workflow",113.8
"PID0938","Document and comment",154.7
"PID0938","Analysis and research",177.9
"PID0938","General assistance",105.1
"PID0938","Specialised workflow",36.3
"PID0939","Write or debug code",17.1
"PID0939","Meeting workflow",98.6
"PID0939","Email workflow",61.5
"PID0939","Communication workflow",54.7
"PID0939","Document and comment",71.7
"PID0939","Analysis and research",61.8
"PID0939","General assistance",39.3
"PID0939","Specialised workflow",17.7
"PID0940","Write or debug code",115.2
"PID0940","Meeting workflow",331.8
"PID0940","Email workflow",382.8
"PID0940","Communication workflow",384.2
"PID0940","Document and comment",330
"PID0940","Analysis and research",247.9
"PID0940","General assistance",215.3
"PID0940","Specialised workflow",90.9
"PID0941","Write or debug code",8.8
"PID0941","Meeting workflow",24.1
"PID0941","Email workflow",24.2
"PID0941","Communication workflow",42.7
"PID0941","Document and comment",29.2
"PID0941","Analysis and research",20.8
"PID0941","General assistance",14.7
"PID0941","Specialised workflow",5.4
"PID0942","Write or debug code",4.8
"PID0942","Meeting workflow",27.5
"PID0942","Email workflow",37.1
"PID0942","Communication workflow",14.1
"PID0942","Document and comment",54.6
"PID0942","Analysis and research",31.9
"PID0942","General assistance",7.4
"PID0942","Specialised workflow",9.1
"PID0943","Write or debug code",40
"PID0943","Meeting workflow",84.8
"PID0943","Email workflow",213.8
"PID0943","Communication workflow",219.8
"PID0943","Document and comment",96.6
"PID0943","Analysis and research",80.8
"PID0943","General assistance",174.7
"PID0943","Specialised workflow",47.9
"PID0944","Write or debug code",12.2
"PID0944","Meeting workflow",84
"PID0944","Email workflow",73.2
"PID0944","Communication workflow",46
"PID0944","Document and comment",33.4
"PID0944","Analysis and research",37.6
"PID0944","General assistance",16
"PID0944","Specialised workflow",11
"PID0945","Write or debug code",45.4
"PID0945","Meeting workflow",372.4
"PID0945","Email workflow",457.7
"PID0945","Communication workflow",212.3
"PID0945","Document and comment",174.7
"PID0945","Analysis and research",157.3
"PID0945","General assistance",106.3
"PID0945","Specialised workflow",35.1
"PID0946","Write or debug code",364.2
"PID0946","Meeting workflow",70.3
"PID0946","Email workflow",46.8
"PID0946","Communication workflow",55.2
"PID0946","Document and comment",78.8
"PID0946","Analysis and research",105.9
"PID0946","General assistance",50.8
"PID0946","Specialised workflow",36
"PID0947","Write or debug code",173.4
"PID0947","Meeting workflow",27.5
"PID0947","Email workflow",28.4
"PID0947","Communication workflow",34.8
"PID0947","Document and comment",25.3
"PID0947","Analysis and research",37.4
"PID0947","General assistance",13.6
"PID0947","Specialised workflow",24.2
"PID0948","Write or debug code",170.4
"PID0948","Meeting workflow",37
"PID0948","Email workflow",27.6
"PID0948","Communication workflow",24.4
"PID0948","Document and comment",25.3
"PID0948","Analysis and research",32.8
"PID0948","General assistance",22.4
"PID0948","Specialised workflow",21.5
"PID0949","Write or debug code",17.7
"PID0949","Meeting workflow",42.8
"PID0949","Email workflow",54.1
"PID0949","Communication workflow",31.8
"PID0949","Document and comment",77.6
"PID0949","Analysis and research",89.7
"PID0949","General assistance",23.6
"PID0949","Specialised workflow",15.1
"PID0950","Write or debug code",20.6
"PID0950","Meeting workflow",80.9
"PID0950","Email workflow",116.8
"PID0950","Communication workflow",48.6
"PID0950","Document and comment",269.4
"PID0950","Analysis and research",154.5
"PID0950","General assistance",38.5
"PID0950","Specialised workflow",35.6
"PID0951","Write or debug code",12
"PID0951","Meeting workflow",69.7
"PID0951","Email workflow",107
"PID0951","Communication workflow",56.4
"PID0951","Document and comment",28.1
"PID0951","Analysis and research",34.2
"PID0951","General assistance",23.4
"PID0951","Specialised workflow",9.4
"PID0952","Write or debug code",13.1
"PID0952","Meeting workflow",99
"PID0952","Email workflow",124.6
"PID0952","Communication workflow",66.1
"PID0952","Document and comment",74.1
"PID0952","Analysis and research",60.9
"PID0952","General assistance",48.1
"PID0952","Specialised workflow",19.6
"PID0953","Write or debug code",62.1
"PID0953","Meeting workflow",265.9
"PID0953","Email workflow",389.1
"PID0953","Communication workflow",220.1
"PID0953","Document and comment",215.4
"PID0953","Analysis and research",123
"PID0953","General assistance",116.4
"PID0953","Specialised workflow",53
"PID0954","Write or debug code",0.9
"PID0954","Meeting workflow",4.1
"PID0954","Email workflow",5.5
"PID0954","Communication workflow",7.3
"PID0954","Document and comment",2.8
"PID0954","Analysis and research",2.5
"PID0954","General assistance",5
"PID0954","Specialised workflow",1.5
"PID0955","Write or debug code",7.9
"PID0955","Meeting workflow",25.9
"PID0955","Email workflow",34.4
"PID0955","Communication workflow",50.8
"PID0955","Document and comment",13.6
"PID0955","Analysis and research",15.9
"PID0955","General assistance",21.6
"PID0955","Specialised workflow",11.1
"PID0956","Write or debug code",160.6
"PID0956","Meeting workflow",30.2
"PID0956","Email workflow",41.1
"PID0956","Communication workflow",34.2
"PID0956","Document and comment",40.4
"PID0956","Analysis and research",49.8
"PID0956","General assistance",20.5
"PID0956","Specialised workflow",24.9
"PID0957","Write or debug code",3.1
"PID0957","Meeting workflow",11.2
"PID0957","Email workflow",16.2
"PID0957","Communication workflow",8
"PID0957","Document and comment",11.7
"PID0957","Analysis and research",8.8
"PID0957","General assistance",7.1
"PID0957","Specialised workflow",2.6
"PID0958","Write or debug code",0
"PID0958","Meeting workflow",0
"PID0958","Email workflow",0
"PID0958","Communication workflow",0
"PID0958","Document and comment",0
"PID0958","Analysis and research",0
"PID0958","General assistance",0
"PID0958","Specialised workflow",0
"PID0959","Write or debug code",0
"PID0959","Meeting workflow",0
"PID0959","Email workflow",0
"PID0959","Communication workflow",0
"PID0959","Document and comment",0
"PID0959","Analysis and research",0
"PID0959","General assistance",0
"PID0959","Specialised workflow",0
"PID0960","Write or debug code",41.3
"PID0960","Meeting workflow",8.3
"PID0960","Email workflow",8.9
"PID0960","Communication workflow",10.8
"PID0960","Document and comment",10.1
"PID0960","Analysis and research",11.7
"PID0960","General assistance",5.2
"PID0960","Specialised workflow",5.2
"PID0961","Write or debug code",8.5
"PID0961","Meeting workflow",28.5
"PID0961","Email workflow",31.5
"PID0961","Communication workflow",18.8
"PID0961","Document and comment",37.5
"PID0961","Analysis and research",46.4
"PID0961","General assistance",15.7
"PID0961","Specialised workflow",10.5
"PID0962","Write or debug code",250.9
"PID0962","Meeting workflow",52.9
"PID0962","Email workflow",47.5
"PID0962","Communication workflow",36.6
"PID0962","Document and comment",54.4
"PID0962","Analysis and research",64
"PID0962","General assistance",27.5
"PID0962","Specialised workflow",31.3
"PID0963","Write or debug code",0.4
"PID0963","Meeting workflow",1
"PID0963","Email workflow",1.6
"PID0963","Communication workflow",1.9
"PID0963","Document and comment",2.4
"PID0963","Analysis and research",1.4
"PID0963","General assistance",0.5
"PID0963","Specialised workflow",0.3
"PID0964","Write or debug code",0.7
"PID0964","Meeting workflow",1.8
"PID0964","Email workflow",4.2
"PID0964","Communication workflow",4.3
"PID0964","Document and comment",1.4
"PID0964","Analysis and research",1.5
"PID0964","General assistance",3.8
"PID0964","Specialised workflow",0.9
"PID0965","Write or debug code",4.7
"PID0965","Meeting workflow",10.9
"PID0965","Email workflow",22.3
"PID0965","Communication workflow",22.4
"PID0965","Document and comment",13.2
"PID0965","Analysis and research",12.7
"PID0965","General assistance",21.6
"PID0965","Specialised workflow",6
"PID0966","Write or debug code",0
"PID0966","Meeting workflow",0
"PID0966","Email workflow",0
"PID0966","Communication workflow",0
"PID0966","Document and comment",0
"PID0966","Analysis and research",0
"PID0966","General assistance",0
"PID0966","Specialised workflow",0
"PID0967","Write or debug code",26.2
"PID0967","Meeting workflow",113.5
"PID0967","Email workflow",117
"PID0967","Communication workflow",148.6
"PID0967","Document and comment",204.4
"PID0967","Analysis and research",79.9
"PID0967","General assistance",50.2
"PID0967","Specialised workflow",19
"PID0968","Write or debug code",1.5
"PID0968","Meeting workflow",3.7
"PID0968","Email workflow",4.1
"PID0968","Communication workflow",2.5
"PID0968","Document and comment",3.1
"PID0968","Analysis and research",4.5
"PID0968","General assistance",2
"PID0968","Specialised workflow",0.8
"PID0969","Write or debug code",6.1
"PID0969","Meeting workflow",35.3
"PID0969","Email workflow",42
"PID0969","Communication workflow",26.2
"PID0969","Document and comment",31
"PID0969","Analysis and research",19.1
"PID0969","General assistance",16.7
"PID0969","Specialised workflow",5
"PID0970","Write or debug code",25.3
"PID0970","Meeting workflow",71
"PID0970","Email workflow",82
"PID0970","Communication workflow",67.3
"PID0970","Document and comment",61.5
"PID0970","Analysis and research",52.8
"PID0970","General assistance",35.6
"PID0970","Specialised workflow",16
"PID0971","Write or debug code",148.7
"PID0971","Meeting workflow",47.4
"PID0971","Email workflow",34.1
"PID0971","Communication workflow",28.1
"PID0971","Document and comment",25.8
"PID0971","Analysis and research",53.7
"PID0971","General assistance",23.1
"PID0971","Specialised workflow",25.5
"PID0972","Write or debug code",46.3
"PID0972","Meeting workflow",15.4
"PID0972","Email workflow",13.1
"PID0972","Communication workflow",10.2
"PID0972","Document and comment",15.4
"PID0972","Analysis and research",17.9
"PID0972","General assistance",7.8
"PID0972","Specialised workflow",8.2
"PID0973","Write or debug code",18.7
"PID0973","Meeting workflow",52.6
"PID0973","Email workflow",76.3
"PID0973","Communication workflow",32.1
"PID0973","Document and comment",60.6
"PID0973","Analysis and research",104.9
"PID0973","General assistance",34.7
"PID0973","Specialised workflow",17.8
"PID0974","Write or debug code",0
"PID0974","Meeting workflow",0
"PID0974","Email workflow",0
"PID0974","Communication workflow",0
"PID0974","Document and comment",0
"PID0974","Analysis and research",0
"PID0974","General assistance",0
"PID0974","Specialised workflow",0
"PID0975","Write or debug code",4.4
"PID0975","Meeting workflow",33.6
"PID0975","Email workflow",44.1
"PID0975","Communication workflow",28.3
"PID0975","Document and comment",13.4
"PID0975","Analysis and research",17.8
"PID0975","General assistance",8.7
"PID0975","Specialised workflow",5.8
"PID0976","Write or debug code",1.1
"PID0976","Meeting workflow",2.1
"PID0976","Email workflow",2.9
"PID0976","Communication workflow",1.5
"PID0976","Document and comment",1.8
"PID0976","Analysis and research",1.3
"PID0976","General assistance",1.4
"PID0976","Specialised workflow",0.5
"PID0977","Write or debug code",7.4
"PID0977","Meeting workflow",41.6
"PID0977","Email workflow",63.2
"PID0977","Communication workflow",28.4
"PID0977","Document and comment",21.8
"PID0977","Analysis and research",17.7
"PID0977","General assistance",12.7
"PID0977","Specialised workflow",5.6
"PID0978","Write or debug code",9
"PID0978","Meeting workflow",2.2
"PID0978","Email workflow",2.2
"PID0978","Communication workflow",2.4
"PID0978","Document and comment",2.1
"PID0978","Analysis and research",3.1
"PID0978","General assistance",1
"PID0978","Specialised workflow",1.7
"PID0979","Write or debug code",110
"PID0979","Meeting workflow",27.9
"PID0979","Email workflow",28.5
"PID0979","Communication workflow",28.7
"PID0979","Document and comment",22.1
"PID0979","Analysis and research",31.6
"PID0979","General assistance",17.9
"PID0979","Specialised workflow",20
"PID0980","Write or debug code",14.4
"PID0980","Meeting workflow",51.4
"PID0980","Email workflow",53
"PID0980","Communication workflow",17.2
"PID0980","Document and comment",98.5
"PID0980","Analysis and research",52.9
"PID0980","General assistance",19.4
"PID0980","Specialised workflow",26.4
"PID0981","Write or debug code",5.4
"PID0981","Meeting workflow",42.6
"PID0981","Email workflow",37.1
"PID0981","Communication workflow",34.8
"PID0981","Document and comment",24.6
"PID0981","Analysis and research",16.1
"PID0981","General assistance",15.1
"PID0981","Specialised workflow",4.3
"PID0982","Write or debug code",3.4
"PID0982","Meeting workflow",8.6
"PID0982","Email workflow",14.7
"PID0982","Communication workflow",27.7
"PID0982","Document and comment",5.7
"PID0982","Analysis and research",6.8
"PID0982","General assistance",8.7
"PID0982","Specialised workflow",4.7
"PID0983","Write or debug code",258.4
"PID0983","Meeting workflow",75.2
"PID0983","Email workflow",68.6
"PID0983","Communication workflow",60.1
"PID0983","Document and comment",66.3
"PID0983","Analysis and research",102.7
"PID0983","General assistance",33.2
"PID0983","Specialised workflow",38.4
"PID0984","Write or debug code",7.1
"PID0984","Meeting workflow",23.5
"PID0984","Email workflow",22.9
"PID0984","Communication workflow",26.7
"PID0984","Document and comment",40
"PID0984","Analysis and research",23
"PID0984","General assistance",8.4
"PID0984","Specialised workflow",4.6
"PID0985","Write or debug code",5.2
"PID0985","Meeting workflow",10.8
"PID0985","Email workflow",13.6
"PID0985","Communication workflow",9.5
"PID0985","Document and comment",8.1
"PID0985","Analysis and research",7.1
"PID0985","General assistance",3.2
"PID0985","Specialised workflow",2.7
"PID0986","Write or debug code",0
"PID0986","Meeting workflow",0
"PID0986","Email workflow",0
"PID0986","Communication workflow",0
"PID0986","Document and comment",0
"PID0986","Analysis and research",0
"PID0986","General assistance",0
"PID0986","Specialised workflow",0
"PID0987","Write or debug code",32.3
"PID0987","Meeting workflow",76.4
"PID0987","Email workflow",133
"PID0987","Communication workflow",124.7
"PID0987","Document and comment",180.5
"PID0987","Analysis and research",112
"PID0987","General assistance",68.7
"PID0987","Specialised workflow",26.5
"PID0988","Write or debug code",3.3
"PID0988","Meeting workflow",18.6
"PID0988","Email workflow",41.2
"PID0988","Communication workflow",15.9
"PID0988","Document and comment",11.6
"PID0988","Analysis and research",9.1
"PID0988","General assistance",6
"PID0988","Specialised workflow",3.1
"PID0989","Write or debug code",8.2
"PID0989","Meeting workflow",34.5
"PID0989","Email workflow",40.7
"PID0989","Communication workflow",42.9
"PID0989","Document and comment",46.2
"PID0989","Analysis and research",24.6
"PID0989","General assistance",13.1
"PID0989","Specialised workflow",5.2
"PID0990","Write or debug code",297.6
"PID0990","Meeting workflow",96.3
"PID0990","Email workflow",51.2
"PID0990","Communication workflow",68.2
"PID0990","Document and comment",74.9
"PID0990","Analysis and research",73.2
"PID0990","General assistance",47.8
"PID0990","Specialised workflow",49.9
"PID0991","Write or debug code",16.7
"PID0991","Meeting workflow",61.6
"PID0991","Email workflow",73.1
"PID0991","Communication workflow",120.2
"PID0991","Document and comment",90.9
"PID0991","Analysis and research",67
"PID0991","General assistance",39.9
"PID0991","Specialised workflow",17.5
"PID0992","Write or debug code",0.2
"PID0992","Meeting workflow",0.6
"PID0992","Email workflow",0.7
"PID0992","Communication workflow",0.3
"PID0992","Document and comment",0.3
"PID0992","Analysis and research",0.4
"PID0992","General assistance",0.3
"PID0992","Specialised workflow",0.1
"PID0993","Write or debug code",38.6
"PID0993","Meeting workflow",99.3
"PID0993","Email workflow",207.6
"PID0993","Communication workflow",228.1
"PID0993","Document and comment",88.1
"PID0993","Analysis and research",83
"PID0993","General assistance",140.8
"PID0993","Specialised workflow",53.5
"PID0994","Write or debug code",0
"PID0994","Meeting workflow",0
"PID0994","Email workflow",0
"PID0994","Communication workflow",0
"PID0994","Document and comment",0
"PID0994","Analysis and research",0
"PID0994","General assistance",0
"PID0994","Specialised workflow",0
"PID0995","Write or debug code",29.6
"PID0995","Meeting workflow",101.3
"PID0995","Email workflow",77.4
"PID0995","Communication workflow",63.8
"PID0995","Document and comment",62.2
"PID0995","Analysis and research",78.7
"PID0995","General assistance",31.8
"PID0995","Specialised workflow",19.1
"PID0996","Write or debug code",7.6
"PID0996","Meeting workflow",22.1
"PID0996","Email workflow",50.9
"PID0996","Communication workflow",61.4
"PID0996","Document and comment",22.3
"PID0996","Analysis and research",21.5
"PID0996","General assistance",33.8
"PID0996","Specialised workflow",12.4
"PID0997","Write or debug code",0.4
"PID0997","Meeting workflow",3
"PID0997","Email workflow",3.1
"PID0997","Communication workflow",2
"PID0997","Document and comment",2.4
"PID0997","Analysis and research",1.1
"PID0997","General assistance",0.8
"PID0997","Specialised workflow",0.4
"PID0998","Write or debug code",21.4
"PID0998","Meeting workflow",216.9
"PID0998","Email workflow",155.5
"PID0998","Communication workflow",112.4
"PID0998","Document and comment",80.2
"PID0998","Analysis and research",89.3
"PID0998","General assistance",57.7
"PID0998","Specialised workflow",21.8
"PID0999","Write or debug code",18
"PID0999","Meeting workflow",85.2
"PID0999","Email workflow",91.6
"PID0999","Communication workflow",73.1
"PID0999","Document and comment",66.8
"PID0999","Analysis and research",39.6
"PID0999","General assistance",30
"PID0999","Specialised workflow",18.4
"PID1000","Write or debug code",2
"PID1000","Meeting workflow",9.6
"PID1000","Email workflow",13.8
"PID1000","Communication workflow",8.8
"PID1000","Document and comment",5.7
"PID1000","Analysis and research",5.1
"PID1000","General assistance",3.4
"PID1000","Specialised workflow",1.6
"PID1001","Write or debug code",0.4
"PID1001","Meeting workflow",1.5
"PID1001","Email workflow",1.5
"PID1001","Communication workflow",1.2
"PID1001","Document and comment",1.1
"PID1001","Analysis and research",1.4
"PID1001","General assistance",0.7
"PID1001","Specialised workflow",0.3
"PID1002","Write or debug code",10.5
"PID1002","Meeting workflow",35.2
"PID1002","Email workflow",30.9
"PID1002","Communication workflow",33.4
"PID1002","Document and comment",53.3
"PID1002","Analysis and research",33.4
"PID1002","General assistance",25.7
"PID1002","Specialised workflow",11.9
"PID1003","Write or debug code",18.2
"PID1003","Meeting workflow",130.3
"PID1003","Email workflow",131.7
"PID1003","Communication workflow",92.2
"PID1003","Document and comment",83.7
"PID1003","Analysis and research",45
"PID1003","General assistance",60.7
"PID1003","Specialised workflow",23.5
"PID1004","Write or debug code",2.5
"PID1004","Meeting workflow",10.6
"PID1004","Email workflow",8.3
"PID1004","Communication workflow",4.8
"PID1004","Document and comment",6.5
"PID1004","Analysis and research",5.8
"PID1004","General assistance",4.2
"PID1004","Specialised workflow",2
"PID1005","Write or debug code",7.2
"PID1005","Meeting workflow",31.7
"PID1005","Email workflow",50.8
"PID1005","Communication workflow",16
"PID1005","Document and comment",88.3
"PID1005","Analysis and research",26.6
"PID1005","General assistance",13.2
"PID1005","Specialised workflow",10.5
"PID1006","Write or debug code",0
"PID1006","Meeting workflow",0
"PID1006","Email workflow",0
"PID1006","Communication workflow",0
"PID1006","Document and comment",0
"PID1006","Analysis and research",0
"PID1006","General assistance",0
"PID1006","Specialised workflow",0
"PID1007","Write or debug code",9.2
"PID1007","Meeting workflow",61.3
"PID1007","Email workflow",73.5
"PID1007","Communication workflow",71.3
"PID1007","Document and comment",67.1
"PID1007","Analysis and research",31.8
"PID1007","General assistance",34.9
"PID1007","Specialised workflow",11.9
"PID1008","Write or debug code",1
"PID1008","Meeting workflow",2
"PID1008","Email workflow",4
"PID1008","Communication workflow",1.5
"PID1008","Document and comment",3.4
"PID1008","Analysis and research",4
"PID1008","General assistance",1.1
"PID1008","Specialised workflow",1.1
"PID1009","Write or debug code",2315.5
"PID1009","Meeting workflow",716.3
"PID1009","Email workflow",451.6
"PID1009","Communication workflow",736.4
"PID1009","Document and comment",632.2
"PID1009","Analysis and research",958
"PID1009","General assistance",356.5
"PID1009","Specialised workflow",556.6
"PID1010","Write or debug code",0
"PID1010","Meeting workflow",0
"PID1010","Email workflow",0
"PID1010","Communication workflow",0
"PID1010","Document and comment",0
"PID1010","Analysis and research",0
"PID1010","General assistance",0
"PID1010","Specialised workflow",0
"PID1011","Write or debug code",3.9
"PID1011","Meeting workflow",1
"PID1011","Email workflow",1.2
"PID1011","Communication workflow",1.1
"PID1011","Document and comment",0.7
"PID1011","Analysis and research",1.2
"PID1011","General assistance",0.6
"PID1011","Specialised workflow",0.7
"PID1012","Write or debug code",0
"PID1012","Meeting workflow",0
"PID1012","Email workflow",0
"PID1012","Communication workflow",0
"PID1012","Document and comment",0
"PID1012","Analysis and research",0
"PID1012","General assistance",0
"PID1012","Specialised workflow",0
"PID1013","Write or debug code",0
"PID1013","Meeting workflow",0
"PID1013","Email workflow",0
"PID1013","Communication workflow",0
"PID1013","Document and comment",0
"PID1013","Analysis and research",0
"PID1013","General assistance",0
"PID1013","Specialised workflow",0
"PID1014","Write or debug code",6.1
"PID1014","Meeting workflow",31.5
"PID1014","Email workflow",64.4
"PID1014","Communication workflow",34.2
"PID1014","Document and comment",20.4
"PID1014","Analysis and research",18.5
"PID1014","General assistance",22.8
"PID1014","Specialised workflow",5.1
"PID1015","Write or debug code",5.4
"PID1015","Meeting workflow",0.9
"PID1015","Email workflow",1.4
"PID1015","Communication workflow",1
"PID1015","Document and comment",1.3
"PID1015","Analysis and research",1.6
"PID1015","General assistance",0.7
"PID1015","Specialised workflow",0.8
"PID1016","Write or debug code",0
"PID1016","Meeting workflow",0
"PID1016","Email workflow",0
"PID1016","Communication workflow",0
"PID1016","Document and comment",0
"PID1016","Analysis and research",0
"PID1016","General assistance",0
"PID1016","Specialised workflow",0
"PID1017","Write or debug code",3.3
"PID1017","Meeting workflow",7.6
"PID1017","Email workflow",10.7
"PID1017","Communication workflow",3.8
"PID1017","Document and comment",21.3
"PID1017","Analysis and research",11.7
"PID1017","General assistance",3.5
"PID1017","Specialised workflow",2.7
"PID1018","Write or debug code",2.2
"PID1018","Meeting workflow",7.9
"PID1018","Email workflow",12.6
"PID1018","Communication workflow",13
"PID1018","Document and comment",7.4
"PID1018","Analysis and research",5.2
"PID1018","General assistance",7.5
"PID1018","Specialised workflow",1.9
"PID1019","Write or debug code",9
"PID1019","Meeting workflow",29.7
"PID1019","Email workflow",38.3
"PID1019","Communication workflow",23.4
"PID1019","Document and comment",32.3
"PID1019","Analysis and research",29.1
"PID1019","General assistance",19.7
"PID1019","Specialised workflow",5.7
"PID1020","Write or debug code",18.3
"PID1020","Meeting workflow",131.5
"PID1020","Email workflow",184.7
"PID1020","Communication workflow",92.8
"PID1020","Document and comment",67.3
"PID1020","Analysis and research",49
