AgentId,AgentName,CreatorType,PublishingSource
S_1930b329f7d2db4686f75265effe088f,Drafting Reporter West 2288,User,Other
S_71a27f5783078dcee34140ea2aa9d87e,Operations Reporter West 2289,Your org,Microsoft other
S_41a9a389419e912599e9eec0d672d6de,Service Reporter West 2290,User,Agent Builder
S_643cb6f1f503571c702e656ba52d4b29,Learning Reporter West 2291,User,Agent Builder
S_d164b9df44e1d040cc79560f5fda6983,Feedback Reporter West 2292,User,Other
S_d5341648a3592464f5e82e6ed157d428,Project Reporter West 2293,User,Other
S_d4047538bb43ed72723c8db8d36ca462,Policy Reporter West 2294,User,Other
S_6c0f70684c83e922db164c66f4e3f7b8,Customer Reporter West 2295,User,Agent Builder
S_479505de9901078c04678cf5b89d0a35,Finance Reporter West 2296,User,Other
S_98894fcb2a1ee278b94dfdd1e6caf8f3,People Reporter West 2297,User,SharePoint
S_e930dbbdf09f111e6fd7d3a7241e0736,Data Reporter West 2298,User,Other
S_9cecdf6bf97f3d5ecbca0c2cfe7645a5,Process Reporter West 2299,User,Other
S_7f312c2dc7033e1a59b5f6d8e9d52a37,Quality Reporter West 2300,User,Microsoft other
S_088c423cd94b50a754514f99db9d6f32,Comms Reporter West 2301,User,Agent Builder
S_ff1a9239ab0f020a0fa2780f7ba94210,Review Reporter West 2302,User,Other
S_50eb9f8e008c6471f89d4b43db030c16,Onboarding Reporter West 2303,User,Other
S_718e788b5e0cbe5ae235b3cff39447d5,Reporting Reporter West 2304,User,Other
S_0b48ad51b368aa7cb6eef858639898b2,Workspace Assistant Pilot 2305,User,Other
S_ff50e608bc2f0f28facc6359f899ee72,Knowledge Assistant Pilot 2306,User,Other
S_1314777ba0cd306d4b07b9e3a61abb2e,Support Assistant Pilot 2307,User,Other
S_868d63086d577f0d3d86a2c33b751b84,Planning Assistant Pilot 2308,User,Other
S_e9c9f35fb31412e5596c3321d8457559,Insight Assistant Pilot 2309,User,Other
S_3b52653826a6ef9fdb9bb6796b3fcaa9,Briefing Assistant Pilot 2310,User,Other
S_b1cd70f476c2add82766a6364df940d2,Research Assistant Pilot 2311,User,Other
S_8cafcdf6ffe0dbbc3dd04a9fb60477c7,Drafting Assistant Pilot 2312,User,Agent Builder
S_c906204304ee93a342e653a2aca542be,Operations Assistant Pilot 2313,User,Other
S_c521b18b683c86862593269727568fba,Service Assistant Pilot 2314,User,Other
S_e44b69dc48a73e6333aeba0e8b0b2040,Learning Assistant Pilot 2315,User,Other
S_0511eeac2e25a3618165a6b6b8644f71,Feedback Assistant Pilot 2316,User,Other
S_e9496f73d684ace70db6aeace2eeaa91,Project Assistant Pilot 2317,User,Other
S_3d0ecfc04c0330640686fe60d5381ef4,Policy Assistant Pilot 2318,User,Other
S_3c1185dcd6a4f85ceb84d690843f2f4a,Customer Assistant Pilot 2319,User,Other
S_d9879062c7f1eaf8a8d8bc6cfe60e4a2,Finance Assistant Pilot 2320,User,Agent Builder
S_595d07ce81eb5e319ee92325a44edb73,People Assistant Pilot 2321,User,Other
S_d6c0c6ba48abf4ab0d628350c1515f2a,Data Assistant Pilot 2322,User,Other
S_8032c649b12e893eb29dbc4b0d0bff8f,Process Assistant Pilot 2323,User,Agent Builder
S_f11eb4e681d8c56e9f5e1154eff8f848,Quality Assistant Pilot 2324,User,Other
S_594c8a6ef27d9037491e846eab0eeaec,Comms Assistant Pilot 2325,User,Other
S_6c9add11937b826dadb7d4eee4b80b52,Review Assistant Pilot 2326,User,Other
S_23180aab1e305b83d6e9dd11d3d175e2,Onboarding Assistant Pilot 2327,User,Microsoft Copilot Studio
S_ced77b83e584b91c94a64ac5d3c30d38,Reporting Assistant Pilot 2328,User,Other
S_37bd3527383f11956dd0f868a7c939db,Workspace Guide Pilot 2329,User,Other
S_3540a934d6f3b90ac8f8709963264728,Knowledge Guide Pilot 2330,User,Other
S_8635b41d63c3b7bc827920c9aeae0e7e,Support Guide Pilot 2331,User,Agent Builder
S_e57791e2aee113dc2362964c2e5bb328,Planning Guide Pilot 2332,User,Other
S_2cf6976a1ee822b1787e6ebde2b5d62d,Insight Guide Pilot 2333,User,Other
S_d035b424eedb9a775c4f453d984e2b8d,Briefing Guide Pilot 2334,User,Other
S_b04c1a4550740266250adb0c1c3fb517,Research Guide Pilot 2335,User,Other
S_47722a1498cfdebadba6fa7604b7cbbf,Drafting Guide Pilot 2336,User,Other
S_838bb8c8af6d31bade281b9c5d86d127,Operations Guide Pilot 2337,User,Other
S_08bd073399ea35c9dd3632a68a27976d,Service Guide Pilot 2338,User,Other
S_36b73ca5b1c907b5392c1641e06416a4,Learning Guide Pilot 2339,User,Other
S_7d3a5f13a6e82eaf3ef3f7b8b21ce6eb,Feedback Guide Pilot 2340,User,Microsoft other
S_fdbde8b9721edd2a910658bca86afd08,Project Guide Pilot 2341,User,Other
S_43adf887a7d3c82a5e47c5a93aa6a4de,Policy Guide Pilot 2342,User,Agent Builder
S_6f7fa3bad44630e24e773866e1c7b812,Customer Guide Pilot 2343,Microsoft,Other
S_32ca6e1134b5b13b6a653311688dcab6,Finance Guide Pilot 2344,User,Other
S_ab1f55d07556ad6372f3ee665250cf5c,People Guide Pilot 2345,Microsoft,Other
S_a0f0f5b200782189fc2255f62b559586,Data Guide Pilot 2346,User,Other
S_6854ba21f81f17b5ef951858ad216b82,Process Guide Pilot 2347,User,Other
S_0cab862445bf9b7d155ae24a6391f94b,Quality Guide Pilot 2348,User,Microsoft other
S_5bd77ba42c4f576910ef217b461f97d8,Comms Guide Pilot 2349,User,Microsoft Copilot Studio
S_4918f7cb11ec5e710ae12bd98dac27b9,Review Guide Pilot 2350,User,Other
S_28577f42e794e915ab2412f4d8d73f67,Onboarding Guide Pilot 2351,User,Other
S_01477e585510435cd8167ac7a5ddcad6,Reporting Guide Pilot 2352,User,Agent Builder
S_f078a92748b325cb7811115382d6ec7e,Workspace Coach Pilot 2353,User,Other
S_6bdbdf326615a8da1cd745c1e3b011a1,Knowledge Coach Pilot 2354,User,Other
S_dfb063cbf2961ff499ee559c52576946,Support Coach Pilot 2355,User,Other
S_8149ff1747f4321a7a32e7fb9c3b7abd,Planning Coach Pilot 2356,Your org,Other
S_38571db2b9379e3a8d863a1a9ed08cdb,Insight Coach Pilot 2357,User,Other
S_83a7b011ee87adcbda8ae69f0ec64b50,Briefing Coach Pilot 2358,User,Other
S_a5b53f47a622d908e1a6d839e2d8a8f2,Research Coach Pilot 2359,User,Agent Builder
S_71f5f33be83c0f99ec4fab7fc1aab7ed,Drafting Coach Pilot 2360,User,Microsoft Copilot Studio
S_fdd50b72c293faca18b2595d3656bb87,Operations Coach Pilot 2361,User,Other
S_eaaf8886ee58bb73b67b5dfc83ad59b4,Service Coach Pilot 2362,User,Other
S_41a775ec5dfc5004675df690f859a83b,Learning Coach Pilot 2363,User,Agent Builder
S_39f172cd15130e2a70116f271c057d9d,Feedback Coach Pilot 2364,User,Other
S_2ccfdfbb988701eb09d73d0111805094,Project Coach Pilot 2365,Microsoft,Other
S_d94aa7dc6bd4d496d28ce94dc3a371ae,Policy Coach Pilot 2366,User,Agent Builder
S_97afd37e4d98197278c2e5b5715136d4,Customer Coach Pilot 2367,User,Other
S_045cfa9dd648a486fe4e06135bd7996e,Finance Coach Pilot 2368,User,Other
S_6ca7d5722d310be82a6a879de035cf83,People Coach Pilot 2369,User,Other
S_cf1dc7c610b62d50d11c66019a268458,Data Coach Pilot 2370,User,Other
S_fda14143f0ced6732347f547e7703f8f,Process Coach Pilot 2371,User,Other
S_b8c50c7ddb55a5f0510cb02726d78486,Quality Coach Pilot 2372,User,Other
S_5fe060304b0f08e052056fd1fba97982,Comms Coach Pilot 2373,User,Other
S_2e929439ae44a2af7e9a61ac7d7beacb,Review Coach Pilot 2374,User,Other
S_ca9128121892e1158c87904ea9c23712,Onboarding Coach Pilot 2375,User,Other
S_9cb16bff4e37e917667a747a61804401,Reporting Coach Pilot 2376,User,Agent Builder
S_af130a4a77fd26e613508dcf7adb1c34,Workspace Helper Pilot 2377,User,Other
S_e9df6ef2e9911841ec55a658699e62ca,Knowledge Helper Pilot 2378,User,Other
S_21594d165cbebd63e9d0c79b617263eb,Support Helper Pilot 2379,User,Other
S_338c490278c3dae914c62808e98a7e3a,Planning Helper Pilot 2380,User,Other
S_d2befaa4a6f9d9e9058baf818a5f82d9,Insight Helper Pilot 2381,User,Agent Builder
S_d7c79a6d33a87a7af94088be0b74113e,Briefing Helper Pilot 2382,User,Other
S_84f03b32895308caee2e2be155117fd3,Research Helper Pilot 2383,Microsoft,Other
S_0c3adce5c7056e21a4223dd31d5768c8,Drafting Helper Pilot 2384,User,Microsoft Copilot Studio
S_34b44931c065121caad3fbb586251e63,Operations Helper Pilot 2385,User,Agent Builder
S_8f5c2925a040a5ef3542a5217e173a01,Service Helper Pilot 2386,User,Other
S_4279f7a9cdc3aa3af5a9a7bf42f5b37e,Learning Helper Pilot 2387,User,SharePoint
S_eea85063931f36e33d3c3b9ad9c9af36,Feedback Helper Pilot 2388,User,Other
S_dd3f1ca5a07ce0ed71d3e3526691ecb9,Project Helper Pilot 2389,User,Other
S_39413c24d551a24df01bbeb1e3e2e3f1,Policy Helper Pilot 2390,User,Other
S_0bdc8adbb5aff4a7a7404eb3a7ba0e32,Customer Helper Pilot 2391,User,Other
S_c591b029a5fb726bc509708d45f16ae7,Finance Helper Pilot 2392,User,Microsoft other
S_ed8623ac09493e3f1ff8084f7a90cd53,People Helper Pilot 2393,User,Other
S_97a77b706c37e55ee6a46bbe2dbdbb41,Data Helper Pilot 2394,User,Other
S_dbf386303e01a67ebffab75c7ced8104,Process Helper Pilot 2395,User,Other
S_c15b0334425836ad50b8917d30e61960,Quality Helper Pilot 2396,User,Other
S_6187f6901ff9904da8b13a0b0a8e1482,Comms Helper Pilot 2397,User,Agent Builder
S_333994b29ce6fa43ea55c172868b2827,Review Helper Pilot 2398,User,Other
S_9bc918c0723d1c6e604119839b16b4f0,Onboarding Helper Pilot 2399,User,Agent Builder
S_2db8bcf57ee6b53100d225b71545e2ef,Reporting Helper Pilot 2400,User,Other
S_387b85f969bd35106aafcf5b0f810409,Workspace Advisor Pilot 2401,User,Other
S_059e4645a00aa1a434ca5eafe1aee490,Knowledge Advisor Pilot 2402,Microsoft,Other
S_98b1e8ba23efb31f580460ef7ae11d8c,Support Advisor Pilot 2403,User,Other
S_96d5dce611d26dd8943edd3233d1a6aa,Planning Advisor Pilot 2404,User,Other
S_0cd90a0166b309a114ddbbdd3ae2c9a2,Insight Advisor Pilot 2405,User,Other
S_d1a5669cdcfebe8fe01d25f1e205794c,Briefing Advisor Pilot 2406,User,Microsoft other
S_d984264d3346e1fc5487e374f8cd4c4e,Research Advisor Pilot 2407,Microsoft,Other
S_c091c4ee1ec989ad746d09613f4bb9e4,Drafting Advisor Pilot 2408,User,Other
S_1043ba3bf6e9c455b2c6c55f177221ba,Operations Advisor Pilot 2409,User,Other
S_350325f02e424c2f32aa20c99bee6f5b,Service Advisor Pilot 2410,User,Other
S_71a6225d5ddd5a985b555c74d9b798db,Learning Advisor Pilot 2411,Your org,Other
S_eacb7ddcc4ade9c4e7a480f15b3d7dcf,Feedback Advisor Pilot 2412,User,Other
S_0308ba2f46e9727892fd2e77e19e7ec9,Project Advisor Pilot 2413,User,Other
S_d880926937be553f91f91bd9fef3d76a,Policy Advisor Pilot 2414,User,Other
S_5b29f9b4879f818cf08f93d7dd0d3372,Customer Advisor Pilot 2415,User,Agent Builder
S_7ead3e18e43713d5c5bcd19ed9537765,Finance Advisor Pilot 2416,User,Other
S_512e33cf79ff08f9cffb7cd0116f0932,People Advisor Pilot 2417,Your org,Other
S_9dd65a9a6aa81a2bb51064e4f011ada2,Data Advisor Pilot 2418,User,Agent Builder
S_57e54eefa421c686dbf3acd5ff77a2cc,Process Advisor Pilot 2419,User,Microsoft Copilot Studio
S_80dbd6e5cd7315f601d828063b92e8df,Quality Advisor Pilot 2420,User,Microsoft Copilot Studio
S_138c44089eb6206d71e1dd28dd24e0e5,Comms Advisor Pilot 2421,User,Other
S_571b3a623208d3e27935b59ed59311e5,Review Advisor Pilot 2422,User,Other
S_be69192961383a21ef1640dea545366b,Onboarding Advisor Pilot 2423,User,Other
S_4019c96845a5b2161d15f5fb491bf75b,Reporting Advisor Pilot 2424,Microsoft,Agent Builder
S_a6c32279db1a96bfeed89b3076b10af3,Workspace Companion Pilot 2425,User,Agent Builder
S_bd8c8ea311bd58f60ab35ea1711b1e30,Knowledge Companion Pilot 2426,User,Other
S_79a9bb71c01fd02072fc78c5aa3254c7,Support Companion Pilot 2427,User,Other
S_31bf7d7d2adc7fdd921ba27bdd2e158d,Planning Companion Pilot 2428,User,Other
S_76ea693313088bd900c39c475710b84e,Insight Companion Pilot 2429,User,Other
S_d925df42a816f87930f1dbb7b2717e00,Briefing Companion Pilot 2430,User,Agent Builder
S_8db9293c59336cc5e340d58f8231143c,Research Companion Pilot 2431,User,Other
S_7f48362257abfb6609b55491543fded8,Drafting Companion Pilot 2432,User,Other
S_83dea2a65f922ca438ca5bdee35fd9ca,Operations Companion Pilot 2433,User,Other
S_6730bff5c039df9da24b7f0fd9ac1a05,Service Companion Pilot 2434,User,Other
S_ad073bc4cb6e397f0b46a70567c0b121,Learning Companion Pilot 2435,User,Agent Builder
S_03160b00828fd42d8f3d21e4552a99f2,Feedback Companion Pilot 2436,User,Other
S_a0730010bdfd4566b0b8e270c71755d6,Project Companion Pilot 2437,User,Other
S_c5fc602641e139b99630aa3b78082fb0,Policy Companion Pilot 2438,Your org,Other
S_82f09561ec3ff68599df32f2e4ff3546,Customer Companion Pilot 2439,User,Other
S_01fcaa774097a20c238af5595f3f0af1,Finance Companion Pilot 2440,User,Other
S_b6991671eb8bfa209176e712369d2f35,People Companion Pilot 2441,User,Other
S_196cd898d23a890d5582cb921dd6b9a1,Data Companion Pilot 2442,User,Other
S_f61f375b2f012020af7380cce2d95339,Process Companion Pilot 2443,User,Agent Builder
S_ad2a517d876ac8a9821bb4e52a0206e1,Quality Companion Pilot 2444,User,Other
S_1c13301379bb8590385b610d376cf506,Comms Companion Pilot 2445,User,Other
S_ae2e5094a11197f894c1d22f1c29fd5c,Review Companion Pilot 2446,User,Agent Builder
S_9b9501a47e0b3ad01b8bce67179eb669,Onboarding Companion Pilot 2447,User,Other
S_ffc50a1ffaa7d45b0e798ee98e2f46fd,Reporting Companion Pilot 2448,User,Other
S_cab9cf6d2f1b2c7f4b727bc451426d67,Workspace Navigator Pilot 2449,User,Other
S_535acca6ed410cccf53d167098f4f062,Knowledge Navigator Pilot 2450,User,Microsoft other
S_cf7180a5fc1eac0965c990189ed94524,Support Navigator Pilot 2451,User,Other
S_d6f4f3cedf396ca0dc08c3655dffd2e5,Planning Navigator Pilot 2452,User,Other
S_d428a4915033a111063015a35f9dadb9,Insight Navigator Pilot 2453,User,Other
S_b63bceb9bc9e37e663439db7a9fe4522,Briefing Navigator Pilot 2454,User,Other
S_e0159f117b6037f539fdb01b6963d366,Research Navigator Pilot 2455,User,Other
S_8552f405c3151fd5c27aec2ccced40cb,Drafting Navigator Pilot 2456,User,Other
S_cba05678938c5ef56f246f38c322c329,Operations Navigator Pilot 2457,User,Other
S_2bf3a9910462cb82ca8852f136667868,Service Navigator Pilot 2458,User,Other
S_1e59c18f9985afac80a6b18069947273,Learning Navigator Pilot 2459,User,Other
S_b418816a3f00b4d7a87be6c5958dec22,Feedback Navigator Pilot 2460,User,Other
S_091f10ffd7c8b734d459ce8f3d4236a1,Project Navigator Pilot 2461,User,Agent Builder
S_841ce3953f48e6e4ecdd9d1d9ddb929e,Policy Navigator Pilot 2462,User,Other
S_49152c0b0fa4f33c3bf88e5dceab5f2f,Customer Navigator Pilot 2463,Microsoft,Other
S_0d53f830e01428d70a9349cc28848384,Finance Navigator Pilot 2464,User,Agent Builder
S_5cb668734e843ff944b599d03b80a3f2,People Navigator Pilot 2465,User,Other
S_36006c1f6b73bd09c199d1a8bc4d476a,Data Navigator Pilot 2466,User,Other
S_a69f75e9a51a0a02714d6ff7d56f8547,Process Navigator Pilot 2467,User,Other
S_545233c6fc92e31b90d74274be47c62f,Quality Navigator Pilot 2468,User,Other
S_d6c641a24296f0d25274c90961d22db5,Comms Navigator Pilot 2469,User,Agent Builder
S_6c518bcc428f3884822a6155f70ac31a,Review Navigator Pilot 2470,User,Other
S_d82dbf0268f2dcc3d9247f3c4d263094,Onboarding Navigator Pilot 2471,User,Other
S_6d341b500b7e50f1bd49d483b4bfe84f,Reporting Navigator Pilot 2472,User,Other
S_5f988e8c861035b425b2c2d776e92993,Workspace Planner Pilot 2473,User,Other
S_c11c1823ccad0e37e1b37c8bcc1bfe1b,Knowledge Planner Pilot 2474,User,Agent Builder
S_08b82988d2cf48bc1c8795cabd75f57e,Support Planner Pilot 2475,User,Other
S_171ef52028ef0d95b1d836944297afcb,Planning Planner Pilot 2476,User,Agent Builder
S_bc4c432daf3543bd13f38909a39f2334,Insight Planner Pilot 2477,User,Other
S_b0c2ea54ecad414800c1cbf61e24d556,Briefing Planner Pilot 2478,User,Other
S_03f4892c27c722f6c2b1e6a76d449bc7,Research Planner Pilot 2479,User,Other
S_adfc853639584566e22ab16f0f7804d2,Drafting Planner Pilot 2480,User,Other
S_d3b946d310d3ce90ca052e2d484caeef,Operations Planner Pilot 2481,User,Other
S_bb84b75beae25648dc93587c161d56c4,Service Planner Pilot 2482,User,Agent Builder
S_79470cc18af4c46a7a8a4a9e5960272a,Learning Planner Pilot 2483,User,Other
S_a1a9b3c41566404cd2f1dfbeda547f82,Feedback Planner Pilot 2484,User,Agent Builder
S_d410dc8392c8a596465474a18207be03,Project Planner Pilot 2485,Your org,Other
S_ff0014e6355b5e6327e33e86d90e2b22,Policy Planner Pilot 2486,User,Agent Builder
S_7750d1e446b972aeeab44d3e487db8cb,Customer Planner Pilot 2487,User,Other
S_e07bd575e478443828d9b8faee5f0085,Finance Planner Pilot 2488,User,Microsoft Copilot Studio
S_1261152a770e377f8bec64e76cbc50ac,People Planner Pilot 2489,User,Other
S_4b91d937f2f46dd5e8428491c8a52350,Data Planner Pilot 2490,User,Other
S_4338bde59b1610eac5f746da93247de0,Process Planner Pilot 2491,User,Other
S_6e0734a7e16a18dce725098ff4c6a9c9,Quality Planner Pilot 2492,User,Other
S_06de31e1474ca37acebc634216864fbe,Comms Planner Pilot 2493,User,Agent Builder
S_d5d2d5f4f4c9a627ee07e496bed55d75,Review Planner Pilot 2494,User,Other
S_9b0ff666807ff536760df79bb46f367d,Onboarding Planner Pilot 2495,User,Other
S_467cff8d45c0303d1196998a54256123,Reporting Planner Pilot 2496,User,Other
S_bfe1eb81dd1e48ebf7c25614ba44ce05,Workspace Analyst Pilot 2497,User,Other
S_05958104c4e9bdff4ed8aa6acf139ffa,Knowledge Analyst Pilot 2498,User,Other
S_97fdf7e723afda2af2239f9526c78206,Support Analyst Pilot 2499,User,Agent Builder
S_6f5ef19fb12e670e7bf4c103069e7aa9,Planning Analyst Pilot 2500,User,Other
S_9d05c98852cc081a3c0d8a50978f8a7e,Insight Analyst Pilot 2501,User,Other
S_62086b2b24303938ea89a08f1944b044,Briefing Analyst Pilot 2502,User,Other
S_98bd17bb4c6d721ad216934d59bd55c7,Research Analyst Pilot 2503,User,Other
S_ecff51e1244f39434f8f048fd2f190ab,Drafting Analyst Pilot 2504,User,Other
S_5909f9df44d1fd5d80f24bab6630b057,Operations Analyst Pilot 2505,User,Other
S_6ee4448c458042d6d0b36c0e3ecf9878,Service Analyst Pilot 2506,User,Other
S_0449d78bf014cb2fe6857bc6fbd31ef2,Learning Analyst Pilot 2507,User,Other
S_84d6a8f37e2371a2c7ccb447efaed42a,Feedback Analyst Pilot 2508,User,Other
S_40380c76ba94f4ed1b03941801a33d52,Project Analyst Pilot 2509,User,Other
S_9783b98e3f0fba825e44ee5ed729c1ec,Policy Analyst Pilot 2510,User,Agent Builder
S_c89181078959343af1c05d5b05684ff3,Customer Analyst Pilot 2511,User,Other
S_9f50ce612ab497b9d259031d2edce979,Finance Analyst Pilot 2512,User,Other
S_c0d540d493fefb55d224fe649489808b,People Analyst Pilot 2513,Your org,Other
S_8c472843df82182dee6fbe410fdaeb0c,Data Analyst Pilot 2514,User,Other
S_f9c3b5373657ac7f35c0e57a8f8f872b,Process Analyst Pilot 2515,User,Other
S_c222f9ef527ee653297195f2508c0af9,Quality Analyst Pilot 2516,User,Other
S_2adbffa9e042711138cbcdc75e5cbcd5,Comms Analyst Pilot 2517,User,Other
S_6bdfcdc124cc84a3ef78fdbe39c3fca2,Review Analyst Pilot 2518,User,Other
S_76e4d9951288e8a3fbdbc13c2e0bf2af,Onboarding Analyst Pilot 2519,User,Other
S_7ee773c21bed5aab207e5f7be18a81f6,Reporting Analyst Pilot 2520,User,Agent Builder
S_f6e53331c34b3546dcd5d5c1fad81786,Workspace Coordinator Pilot 2521,User,Agent Builder
S_3693ec52e7135c6eb2fd4bf566dfd76d,Knowledge Coordinator Pilot 2522,User,Other
S_16a1760c440e87a113c7f03b57bfe6c7,Support Coordinator Pilot 2523,User,Other
S_876b8e689a65a6e41c710111b206125b,Planning Coordinator Pilot 2524,Your org,Microsoft other
S_54685f410eeda28c8f6085b01d4fec46,Insight Coordinator Pilot 2525,User,Other
S_9e8c30dfc0dd8eba219c04b5058ecf6c,Briefing Coordinator Pilot 2526,User,Other
S_276e97b912a59c30274770ad82ef319c,Research Coordinator Pilot 2527,User,Agent Builder
S_d849dcb66a43c79de63926264c4c13d7,Drafting Coordinator Pilot 2528,User,Other
S_d279e8a253a29ee65bd520cc16c37717,Operations Coordinator Pilot 2529,User,Agent Builder
S_6dd86af9206fb712738805ea0f101d4d,Service Coordinator Pilot 2530,User,Other
S_06594ff37ceaf8fcb184caaf10731e5e,Learning Coordinator Pilot 2531,User,Other
S_409f458da937c270b9bedceca16a7f0c,Feedback Coordinator Pilot 2532,User,Other
S_392b9210e0b0e90ff17fc8d76849ffda,Project Coordinator Pilot 2533,User,Other
S_903e0878a48f584596b1980e5d6af611,Policy Coordinator Pilot 2534,User,Agent Builder
S_6ce65d9217632cea6d4b884caa425034,Customer Coordinator Pilot 2535,User,Other
S_062b58c9ccdf481a5600d69b1174d6da,Finance Coordinator Pilot 2536,User,Other
S_8b4d64b3f0b7deb8fd66170fef1becc0,People Coordinator Pilot 2537,User,Other
S_f59ccbc9e581e2749e6fa4403ab2d7ac,Data Coordinator Pilot 2538,User,Other
S_02d3b2d3f6bd7022ef6451f326a58e6b,Process Coordinator Pilot 2539,User,Other
S_36a260989f76e1a57ba86fda0a6fdb34,Quality Coordinator Pilot 2540,User,Other
S_069284a542fe5b54e294e88b80946540,Comms Coordinator Pilot 2541,User,Agent Builder
S_ab57dc5a7d5a81dc688d4734568504a9,Review Coordinator Pilot 2542,User,Agent Builder
S_84d1c27a70c5ca7cdee130418d929fdd,Onboarding Coordinator Pilot 2543,User,Other
S_0547c8ada510ed0238ba233ff5507045,Reporting Coordinator Pilot 2544,User,Other
S_e04156d23395a04e703a98b970766f41,Workspace Reviewer Pilot 2545,User,Other
S_1ed1c26583042849ae28c6844a56cf5a,Knowledge Reviewer Pilot 2546,User,Other
S_58fd788e8ca07e49f71d2f027e12aee4,Support Reviewer Pilot 2547,User,Other
S_5043368dc13049562e80786041be2618,Planning Reviewer Pilot 2548,Microsoft,Other
S_db40dd0ee876dd7bdc8e37198888e611,Insight Reviewer Pilot 2549,User,Agent Builder
S_654040ebe50e809f3e17c1e0fe853c09,Briefing Reviewer Pilot 2550,User,Other
S_dfa706847072d0e90be4d6480a622975,Research Reviewer Pilot 2551,User,Agent Builder
S_0cc963a9a7c864076c06c6babda65621,Drafting Reviewer Pilot 2552,User,Other
S_9334bf59ea66bf2690ba3070fb43f71f,Operations Reviewer Pilot 2553,User,Agent Builder
S_1368f8e5fd7a6da06a46c78003f1b4ed,Service Reviewer Pilot 2554,User,Other
S_be76cdcfec22fe8638eeb6426c5bcf44,Learning Reviewer Pilot 2555,User,Agent Builder
S_8732d24c0282d5806b137ce354bdb4ab,Feedback Reviewer Pilot 2556,User,Other
S_b4873175b892dc6670453635f13fe796,Project Reviewer Pilot 2557,User,Agent Builder
S_20028bfc41446885ff690540c4aa7256,Policy Reviewer Pilot 2558,User,Other
S_d5b99c749ec2c2fea2a8607fa48c8cca,Customer Reviewer Pilot 2559,User,Agent Builder
S_bbe91d5b3fd8f0a255b8e0ad5bd2f5f6,Finance Reviewer Pilot 2560,User,Other
S_ff354d4575ade7540c0d1f135a701cce,People Reviewer Pilot 2561,User,Other
S_ee33f5b047401e6b69dc5e932ac4956c,Data Reviewer Pilot 2562,User,Other
S_23f1d73b6f5ed559601e0f21fb297dc8,Process Reviewer Pilot 2563,User,Other
S_7d6c670cd15d734f841a0f68d4e658cb,Quality Reviewer Pilot 2564,User,Other
S_e020613bacc45a9c937bd25c8c5bd60c,Comms Reviewer Pilot 2565,User,Agent Builder
S_e1bead945971ab5fc9071d787de71e43,Review Reviewer Pilot 2566,User,Other
S_df7d286f3fa4def1e484d450969229ca,Onboarding Reviewer Pilot 2567,User,Agent Builder
S_f9e060442a73a7e458fff54c007b882b,Reporting Reviewer Pilot 2568,Your org,Other
S_08338db5820f6f80b05cb942997f95ad,Workspace Reporter Pilot 2569,User,Other
S_c297693b0566e90b0589a89adebbcfea,Knowledge Reporter Pilot 2570,User,Agent Builder
S_64f9994af2a6ffeec66ffca14a23ec73,Support Reporter Pilot 2571,User,Other
S_d0038b654ebc979e27a7ac6ba828acec,Planning Reporter Pilot 2572,User,Other
S_a9dec74a29cdc336a41b28498e76c941,Insight Reporter Pilot 2573,Your org,Other
S_054ee1e9f18775c8cf3b2ff18c52287d,Briefing Reporter Pilot 2574,User,Other
S_47eae18cef5c5daac87a76acbf5bf9b6,Research Reporter Pilot 2575,User,Agent Builder
S_111f072ae1ee55e498929de9141a74ca,Drafting Reporter Pilot 2576,User,Other
S_c5599c2202ce0ae469e7fd6fcff02645,Operations Reporter Pilot 2577,User,Other
S_80de290e0e61511e2d6246275d49f11f,Service Reporter Pilot 2578,User,Other
S_ceb4b4d60c5e9ca3d79a1a594b01dfc2,Learning Reporter Pilot 2579,User,Other
S_1f773f96118f841a00742e12f556b911,Feedback Reporter Pilot 2580,User,Agent Builder
S_6c06db2fb2f56e871f7de5d6e8914072,Project Reporter Pilot 2581,User,Agent Builder
S_3a4dd7bbec5b3c33d45da9b9947572a6,Policy Reporter Pilot 2582,User,Agent Builder
S_8032a03ff169e80aba1a8067dde6a562,Customer Reporter Pilot 2583,User,Agent Builder
S_fb28298e7fc4503f2541961b4be76f26,Finance Reporter Pilot 2584,User,SharePoint
S_80888f8e609d96f037e62818f6e4ba1e,People Reporter Pilot 2585,User,Other
S_e37a819786dfbfc496b2600897c2e23d,Data Reporter Pilot 2586,User,Other
S_88c2f1a9d168b8e407c5b1263ca585a6,Process Reporter Pilot 2587,User,Other
S_e4e03a02fc18febda74fbe662905595d,Quality Reporter Pilot 2588,User,Other
S_c251df245a7a49f8da10971656bb1fc2,Comms Reporter Pilot 2589,User,Microsoft other
S_575305146342a316a1cc415af2b31430,Review Reporter Pilot 2590,User,Other
S_cc0f7d38a5d07ed6814fc94316d7ec2f,Onboarding Reporter Pilot 2591,User,Other
S_b720641a9d4ad349ef4c405597f0f507,Reporting Reporter Pilot 2592,User,Other
S_d65e95b1d2a37477274072da3f83586b,Workspace Assistant Preview 2593,User,Other
S_d8893e54ef1e93aa8044cf1af7cd9b80,Knowledge Assistant Preview 2594,User,Other
S_13bb3f486fef24eb0e643a1c2dddc73b,Support Assistant Preview 2595,User,Other
S_dafd8a36baa2e02f4e1f28ab608173e5,Planning Assistant Preview 2596,User,Other
