"PersonId","month_key","Internal_network_size","External_network_size","Strong_ties","Diverse_ties","Network_outside_organization"
"PID0941","2026-03",49,13,13,9,4
"PID0941","2026-04",52,16,15,13,3
"PID0941","2026-05",47,15,19,9,1
"PID0941","2026-06",51,16,22,7,2
"PID0942","2026-01",44,3,14,10,3
"PID0942","2026-02",48,10,15,8,5
"PID0942","2026-03",45,9,19,14,7
"PID0942","2026-04",45,14,13,11,3
"PID0942","2026-05",54,15,21,16,4
"PID0942","2026-06",51,6,17,10,3
"PID0943","2026-01",63,11,21,9,3
"PID0943","2026-02",67,10,23,12,2
"PID0943","2026-03",54,13,21,16,4
"PID0943","2026-04",49,17,15,8,2
"PID0943","2026-05",70,9,27,14,4
"PID0943","2026-06",50,13,18,7,4
"PID0944","2026-01",61,13,21,13,4
"PID0944","2026-02",43,22,14,17,4
"PID0944","2026-03",54,14,23,17,3
"PID0944","2026-04",31,15,9,2,4
"PID0944","2026-05",62,6,23,15,6
"PID0944","2026-06",63,10,24,17,2
"PID0945","2026-01",80,16,29,17,5
"PID0945","2026-02",67,17,20,13,5
"PID0945","2026-03",56,18,19,8,5
"PID0945","2026-04",53,16,16,12,6
"PID0945","2026-05",60,11,21,18,3
"PID0945","2026-06",83,20,29,15,3
"PID0946","2026-01",57,13,24,10,4
"PID0946","2026-02",46,17,17,14,5
"PID0946","2026-03",39,16,11,7,2
"PID0946","2026-04",50,20,14,15,0
"PID0946","2026-05",61,15,21,11,3
"PID0946","2026-06",61,8,15,17,2
"PID0947","2026-01",62,17,19,10,5
"PID0947","2026-02",53,13,22,12,4
"PID0947","2026-03",42,12,14,7,3
"PID0947","2026-04",61,17,25,16,5
"PID0947","2026-05",55,3,23,7,4
"PID0947","2026-06",62,6,22,13,3
"PID0948","2026-01",49,9,18,10,3
"PID0948","2026-02",51,14,17,7,3
"PID0948","2026-03",51,13,22,12,3
"PID0948","2026-04",48,17,9,12,3
"PID0948","2026-05",59,11,19,15,3
"PID0948","2026-06",72,12,24,18,4
"PID0949","2026-01",64,12,27,14,2
"PID0949","2026-02",57,6,22,15,3
"PID0949","2026-03",58,6,21,13,5
"PID0949","2026-04",67,11,22,15,4
"PID0949","2026-05",41,15,13,15,4
"PID0949","2026-06",55,9,13,9,2
"PID0950","2026-01",44,16,16,4,5
"PID0950","2026-02",52,6,17,9,4
"PID0950","2026-03",46,5,15,8,4
"PID0950","2026-04",66,5,25,16,4
"PID0950","2026-05",53,14,11,14,5
"PID0950","2026-06",54,2,19,8,5
"PID0951","2026-01",61,13,23,9,6
"PID0951","2026-02",42,16,17,15,1
"PID0951","2026-03",42,15,9,7,3
"PID0951","2026-04",50,17,18,13,5
"PID0951","2026-05",50,22,8,14,4
"PID0951","2026-06",54,16,18,14,1
"PID0952","2026-01",54,12,20,11,3
"PID0952","2026-02",49,13,14,12,2
"PID0952","2026-03",40,7,16,10,1
"PID0952","2026-04",53,8,19,11,3
"PID0952","2026-05",47,16,16,5,2
"PID0952","2026-06",48,19,20,14,4
"PID0953","2026-01",53,14,14,11,3
"PID0953","2026-02",49,17,18,13,4
"PID0953","2026-03",64,9,27,10,4
"PID0953","2026-04",59,16,16,6,3
"PID0953","2026-05",47,18,15,6,4
"PID0953","2026-06",64,10,23,10,5
"PID0954","2026-01",42,9,11,10,2
"PID0954","2026-02",41,8,18,4,4
"PID0954","2026-03",38,7,12,13,5
"PID0954","2026-04",58,9,20,16,4
"PID0954","2026-05",48,5,17,14,4
"PID0954","2026-06",50,12,21,7,6
"PID0955","2026-01",56,17,19,12,5
"PID0955","2026-02",54,11,19,14,3
"PID0955","2026-03",52,7,20,5,7
"PID0955","2026-04",45,19,11,16,4
"PID0955","2026-05",65,8,21,15,2
"PID0955","2026-06",61,15,18,13,1
"PID0956","2026-01",50,15,20,13,0
"PID0956","2026-02",68,16,23,10,1
"PID0956","2026-03",37,13,18,9,4
"PID0956","2026-04",52,9,16,13,3
"PID0956","2026-05",30,8,11,11,3
"PID0956","2026-06",57,22,18,11,1
"PID0957","2026-01",43,13,17,4,5
"PID0957","2026-02",42,16,10,11,0
"PID0957","2026-03",35,14,11,1,1
"PID0957","2026-04",47,13,14,16,3
"PID0957","2026-05",52,6,24,12,3
"PID0957","2026-06",52,13,24,8,2
"PID0958","2026-01",52,15,21,12,3
"PID0958","2026-02",58,18,19,7,7
"PID0958","2026-03",52,8,13,12,2
"PID0958","2026-04",48,9,18,8,3
"PID0958","2026-05",54,10,20,10,5
"PID0958","2026-06",60,20,20,12,4
"PID0959","2026-01",48,10,14,10,3
"PID0959","2026-02",44,0,17,9,3
"PID0959","2026-03",47,7,20,15,3
"PID0959","2026-04",52,11,20,11,2
"PID0959","2026-05",44,10,15,11,5
"PID0959","2026-06",45,3,14,5,7
"PID0960","2026-01",57,9,20,14,3
"PID0960","2026-02",45,12,14,9,5
"PID0960","2026-03",46,10,13,11,3
"PID0960","2026-04",35,12,16,11,5
"PID0960","2026-05",40,6,14,7,3
"PID0960","2026-06",53,17,19,8,5
"PID0961","2026-01",44,7,17,10,3
"PID0961","2026-02",51,9,17,10,0
"PID0961","2026-03",38,21,19,10,4
"PID0961","2026-04",42,20,14,1,4
"PID0961","2026-05",40,6,18,7,4
"PID0961","2026-06",49,11,13,7,2
"PID0962","2026-01",76,13,29,18,7
"PID0962","2026-02",85,15,31,17,5
"PID0962","2026-03",87,11,29,13,6
"PID0962","2026-04",80,9,22,13,5
"PID0962","2026-05",69,24,23,13,4
"PID0962","2026-06",82,15,32,19,7
"PID0963","2026-01",62,15,21,17,7
"PID0963","2026-02",45,12,20,7,3
"PID0963","2026-03",75,12,27,19,8
"PID0963","2026-04",65,14,24,13,7
"PID0963","2026-05",49,17,12,10,7
"PID0963","2026-06",56,10,20,14,4
"PID0964","2026-01",55,14,17,15,1
"PID0964","2026-02",47,3,22,8,5
"PID0964","2026-03",47,15,9,11,7
"PID0964","2026-04",53,7,17,7,3
"PID0964","2026-05",60,8,19,14,4
"PID0964","2026-06",58,13,14,15,3
"PID0965","2026-01",52,14,15,12,3
"PID0965","2026-02",56,12,20,13,4
"PID0965","2026-03",50,8,21,9,3
"PID0965","2026-04",36,13,12,12,1
"PID0965","2026-05",51,21,13,14,1
"PID0965","2026-06",49,10,17,9,2
"PID0966","2026-01",53,13,18,3,2
"PID0966","2026-02",41,5,13,12,2
"PID0966","2026-03",48,12,13,9,5
"PID0966","2026-04",52,9,20,9,2
"PID0966","2026-05",54,5,18,7,4
"PID0966","2026-06",48,6,14,7,3
"PID0967","2026-01",38,8,11,5,4
"PID0967","2026-02",50,11,20,10,5
"PID0967","2026-03",54,13,22,13,1
"PID0967","2026-04",41,14,18,7,2
"PID0967","2026-05",52,6,17,9,3
"PID0967","2026-06",55,20,18,11,6
"PID0968","2026-01",38,21,17,4,3
"PID0968","2026-02",47,13,19,8,1
"PID0968","2026-03",45,13,16,9,2
"PID0968","2026-04",52,6,15,12,6
"PID0968","2026-05",41,5,15,11,4
"PID0968","2026-06",41,13,18,5,5
"PID0969","2026-01",39,5,12,7,4
"PID0969","2026-02",42,12,15,9,3
"PID0969","2026-03",46,13,11,13,1
"PID0969","2026-04",36,10,15,14,3
"PID0969","2026-05",45,11,17,6,5
"PID0969","2026-06",52,14,14,11,2
"PID0970","2026-01",48,16,11,9,4
"PID0970","2026-02",63,12,25,11,4
"PID0970","2026-03",67,15,23,16,3
"PID0970","2026-04",62,14,21,14,4
"PID0970","2026-05",56,11,11,12,4
"PID0970","2026-06",59,14,24,15,4
"PID0971","2026-01",65,7,23,17,4
"PID0971","2026-02",52,14,23,6,5
"PID0971","2026-03",51,9,22,11,5
"PID0971","2026-04",56,12,22,9,3
"PID0971","2026-05",67,14,20,9,2
"PID0971","2026-06",60,9,18,8,4
"PID0972","2026-01",58,14,18,14,6
"PID0972","2026-02",56,13,20,13,6
"PID0972","2026-03",62,10,21,11,4
"PID0972","2026-04",59,14,20,14,3
"PID0972","2026-05",56,17,17,12,3
"PID0972","2026-06",51,14,17,9,3
"PID0973","2026-01",59,14,20,12,6
"PID0973","2026-02",62,11,24,13,6
"PID0973","2026-03",43,8,12,11,7
"PID0973","2026-04",77,7,26,17,5
"PID0973","2026-05",54,11,19,14,3
"PID0973","2026-06",56,15,21,15,5
"PID0974","2026-01",45,15,12,10,5
"PID0974","2026-02",49,20,12,13,2
"PID0974","2026-03",49,20,20,16,5
"PID0974","2026-04",53,12,21,11,2
"PID0974","2026-05",35,14,12,6,4
"PID0974","2026-06",45,12,15,7,3
"PID0975","2026-01",66,20,27,16,6
"PID0975","2026-02",61,8,19,14,4
"PID0975","2026-03",62,16,24,13,1
"PID0975","2026-04",43,21,16,12,5
"PID0975","2026-05",49,21,17,7,1
"PID0975","2026-06",56,14,17,12,3
"PID0976","2026-01",56,13,21,9,4
"PID0976","2026-02",46,10,21,4,5
"PID0976","2026-03",43,10,14,13,3
"PID0976","2026-04",64,13,24,11,4
"PID0976","2026-05",37,11,13,5,3
"PID0976","2026-06",46,14,14,9,3
"PID0977","2026-01",56,18,13,15,4
"PID0977","2026-02",57,13,20,12,4
"PID0977","2026-03",59,8,18,19,4
"PID0977","2026-04",46,12,19,8,2
"PID0977","2026-05",47,17,15,8,2
"PID0977","2026-06",38,10,15,6,4
"PID0978","2026-01",53,10,17,8,4
"PID0978","2026-02",45,11,15,8,3
"PID0978","2026-03",41,7,12,8,4
"PID0978","2026-04",58,14,13,11,3
"PID0978","2026-05",40,11,13,8,5
"PID0978","2026-06",55,20,16,14,3
"PID0979","2026-01",62,7,27,12,0
"PID0979","2026-02",57,15,17,10,2
"PID0979","2026-03",46,11,13,8,3
"PID0979","2026-04",43,17,20,10,5
"PID0979","2026-05",62,15,19,16,4
"PID0979","2026-06",48,8,14,11,4
"PID0980","2026-01",57,9,23,12,6
"PID0980","2026-02",61,20,24,12,2
"PID0980","2026-03",54,7,16,8,4
"PID0980","2026-04",48,16,14,8,2
"PID0980","2026-05",62,12,23,19,5
"PID0980","2026-06",45,13,20,11,6
"PID0981","2026-01",52,13,17,8,4
"PID0981","2026-02",55,11,23,12,2
"PID0981","2026-03",58,14,22,17,4
"PID0981","2026-04",57,10,22,13,4
"PID0981","2026-05",41,12,16,10,6
"PID0981","2026-06",57,11,20,13,2
"PID0982","2026-01",50,9,9,14,7
"PID0982","2026-02",42,9,8,12,6
"PID0982","2026-03",64,8,21,14,2
"PID0982","2026-04",48,14,20,12,6
"PID0982","2026-05",59,8,23,12,6
"PID0982","2026-06",53,12,16,11,5
"PID0983","2026-01",52,12,21,13,2
"PID0983","2026-02",48,10,13,7,3
"PID0983","2026-03",53,10,20,11,2
"PID0983","2026-04",50,6,19,6,2
"PID0983","2026-05",59,12,20,13,5
"PID0983","2026-06",50,10,16,13,2
"PID0984","2026-01",52,12,14,12,2
"PID0984","2026-02",45,20,15,13,3
"PID0984","2026-03",48,12,22,11,5
"PID0984","2026-04",45,14,11,11,5
"PID0984","2026-05",56,8,14,9,4
"PID0984","2026-06",51,10,20,10,2
"PID0985","2026-01",39,2,11,13,2
"PID0985","2026-02",52,12,20,12,3
"PID0985","2026-03",55,13,18,10,2
"PID0985","2026-04",49,13,15,8,3
"PID0985","2026-05",46,18,19,14,6
"PID0985","2026-06",44,8,16,8,4
"PID0986","2026-01",47,11,15,10,4
"PID0986","2026-02",38,7,18,4,2
"PID0986","2026-03",58,14,24,13,3
"PID0986","2026-04",45,12,13,13,1
"PID0986","2026-05",40,17,18,3,1
"PID0986","2026-06",52,13,20,8,1
"PID0987","2026-01",69,18,25,13,5
"PID0987","2026-02",51,10,21,13,2
"PID0987","2026-03",75,8,22,15,4
"PID0987","2026-04",65,16,19,11,5
"PID0987","2026-05",65,7,27,17,6
"PID0987","2026-06",48,17,9,10,3
"PID0988","2026-01",49,15,17,6,4
"PID0988","2026-02",41,10,13,10,2
"PID0988","2026-03",48,21,17,8,4
"PID0988","2026-04",40,10,14,7,5
"PID0988","2026-05",45,15,17,9,4
"PID0988","2026-06",57,18,13,12,2
"PID0989","2026-01",48,13,15,6,4
"PID0989","2026-02",49,10,14,13,4
"PID0989","2026-03",53,11,12,7,3
"PID0989","2026-04",34,13,15,6,3
"PID0989","2026-05",38,9,13,8,5
"PID0989","2026-06",45,14,14,7,4
"PID0990","2026-01",47,10,15,7,3
"PID0990","2026-02",46,15,16,6,4
"PID0990","2026-03",50,16,14,13,3
"PID0990","2026-04",47,16,14,8,4
"PID0990","2026-05",47,9,18,10,0
"PID0990","2026-06",61,8,24,12,1
"PID0991","2026-01",63,21,26,14,0
"PID0991","2026-02",44,14,23,10,2
"PID0991","2026-03",62,12,24,11,3
"PID0991","2026-04",46,15,21,12,2
"PID0991","2026-05",55,7,20,14,3
"PID0991","2026-06",65,14,20,11,3
"PID0992","2026-01",46,4,20,11,0
"PID0992","2026-02",57,11,16,15,1
"PID0992","2026-03",48,11,14,12,0
"PID0992","2026-04",49,9,16,14,3
"PID0992","2026-05",35,16,16,4,2
"PID0992","2026-06",44,9,18,12,4
"PID0993","2026-01",58,9,20,12,4
"PID0993","2026-02",41,16,15,7,5
"PID0993","2026-03",49,19,14,11,3
"PID0993","2026-04",45,12,18,18,4
"PID0993","2026-05",62,14,19,12,6
"PID0993","2026-06",40,4,15,7,5
"PID0994","2026-01",62,9,21,11,0
"PID0994","2026-02",62,9,26,13,2
"PID0994","2026-03",64,14,21,11,4
"PID0994","2026-04",31,17,10,8,5
"PID0994","2026-05",54,14,18,15,4
"PID0994","2026-06",49,14,15,10,2
"PID0995","2026-01",52,12,18,15,3
"PID0995","2026-02",48,10,16,14,2
"PID0995","2026-03",58,9,17,16,3
"PID0995","2026-04",47,13,17,11,0
"PID0995","2026-05",40,16,9,12,0
"PID0995","2026-06",37,12,12,7,5
"PID0996","2026-01",61,12,21,15,6
"PID0996","2026-02",52,18,18,8,4
"PID0996","2026-03",62,12,24,15,5
"PID0996","2026-04",67,18,22,11,5
"PID0996","2026-05",78,17,24,10,4
"PID0996","2026-06",57,21,21,12,4
"PID0997","2026-01",44,9,12,11,2
"PID0997","2026-02",41,15,15,6,4
"PID0997","2026-03",51,9,16,13,4
"PID0997","2026-04",45,10,16,7,1
"PID0997","2026-05",50,9,15,14,3
"PID0997","2026-06",41,5,11,10,3
"PID0998","2026-01",71,16,26,19,5
"PID0998","2026-02",68,12,23,8,5
"PID0998","2026-03",66,18,19,16,4
"PID0998","2026-04",55,17,17,18,5
"PID0998","2026-05",55,16,21,15,4
"PID0998","2026-06",64,8,22,13,4
"PID0999","2026-01",42,10,16,9,3
"PID0999","2026-02",48,21,16,8,2
"PID0999","2026-03",37,7,10,1,4
"PID0999","2026-04",50,9,14,11,3
"PID0999","2026-05",66,9,25,15,4
"PID0999","2026-06",52,12,13,9,3
"PID1000","2026-01",68,18,23,10,1
"PID1000","2026-02",49,18,19,13,5
"PID1000","2026-03",54,15,21,10,3
"PID1000","2026-04",30,20,8,10,2
"PID1000","2026-05",63,6,22,10,3
"PID1000","2026-06",49,10,17,9,3
"PID1001","2026-01",37,14,13,10,2
"PID1001","2026-02",34,12,14,1,4
"PID1001","2026-03",45,11,15,8,4
"PID1001","2026-04",42,10,15,9,5
"PID1001","2026-05",42,15,14,8,6
"PID1001","2026-06",24,12,10,7,4
"PID1002","2026-01",66,14,24,11,3
"PID1002","2026-02",58,21,20,13,3
"PID1002","2026-03",53,13,19,14,1
"PID1002","2026-04",55,11,23,14,3
"PID1002","2026-05",46,9,17,13,3
"PID1002","2026-06",45,9,19,6,2
"PID1003","2026-01",51,13,21,15,4
"PID1003","2026-02",60,11,21,15,8
"PID1003","2026-03",51,17,20,12,4
"PID1003","2026-04",68,14,22,12,5
"PID1003","2026-05",58,12,23,17,5
"PID1003","2026-06",58,11,18,11,6
"PID1004","2026-01",43,10,18,15,4
"PID1004","2026-02",44,8,15,8,5
"PID1004","2026-03",46,12,10,9,4
"PID1004","2026-04",66,8,22,10,4
"PID1004","2026-05",54,10,18,9,5
"PID1004","2026-06",47,15,11,6,4
"PID1005","2026-01",55,10,15,11,2
"PID1005","2026-02",47,17,15,9,5
"PID1005","2026-03",47,8,15,10,3
"PID1005","2026-04",47,10,18,7,3
"PID1005","2026-05",53,4,18,8,2
"PID1005","2026-06",57,10,14,13,4
"PID1006","2026-01",83,13,30,19,5
"PID1006","2026-02",62,20,24,15,6
"PID1006","2026-03",76,17,25,18,7
"PID1006","2026-04",69,18,24,11,3
"PID1006","2026-05",77,16,26,19,5
"PID1006","2026-06",64,12,20,14,8
"PID1007","2026-01",40,16,9,8,5
"PID1007","2026-02",45,13,12,2,4
"PID1007","2026-03",46,15,16,10,5
"PID1007","2026-04",54,14,15,15,4
"PID1007","2026-05",42,17,9,7,2
"PID1007","2026-06",44,8,14,9,2
"PID1008","2026-01",43,4,12,10,0
"PID1008","2026-02",52,8,14,9,4
"PID1008","2026-03",47,14,15,10,4
"PID1008","2026-04",48,7,16,16,0
"PID1008","2026-05",54,10,20,16,3
"PID1008","2026-06",43,15,12,14,5
"PID1009","2026-01",66,17,23,17,5
"PID1009","2026-02",62,14,21,14,5
"PID1009","2026-03",63,11,23,13,1
"PID1009","2026-04",42,15,16,10,3
"PID1009","2026-05",47,18,17,6,6
"PID1009","2026-06",53,9,20,13,1
"PID1010","2026-01",52,18,14,10,5
"PID1010","2026-02",36,13,10,4,1
"PID1010","2026-03",29,13,13,6,1
"PID1010","2026-04",51,13,21,11,2
"PID1010","2026-05",48,17,19,11,1
"PID1010","2026-06",46,9,15,9,4
"PID1011","2026-01",51,17,17,13,3
"PID1011","2026-02",53,14,23,15,5
"PID1011","2026-03",48,13,16,11,5
"PID1011","2026-04",40,8,17,5,3
"PID1011","2026-05",58,13,15,16,3
"PID1011","2026-06",50,11,18,12,5
"PID1012","2026-01",55,8,18,8,2
"PID1012","2026-02",47,12,15,11,4
"PID1012","2026-03",45,12,16,9,6
"PID1012","2026-04",54,13,22,17,4
"PID1012","2026-05",58,18,18,14,3
"PID1012","2026-06",39,17,12,10,5
"PID1013","2026-01",51,15,15,11,5
"PID1013","2026-02",73,6,25,15,1
"PID1013","2026-03",66,15,25,14,3
"PID1013","2026-04",64,6,24,13,4
"PID1013","2026-05",61,14,15,13,3
"PID1013","2026-06",64,15,30,16,4
"PID1014","2026-01",54,8,15,11,2
"PID1014","2026-02",52,13,22,14,3
"PID1014","2026-03",48,12,14,13,5
"PID1014","2026-04",59,12,23,12,3
"PID1014","2026-05",42,8,12,6,2
"PID1014","2026-06",42,14,10,7,3
"PID1015","2026-01",43,7,13,7,3
"PID1015","2026-02",45,9,11,11,3
"PID1015","2026-03",42,10,18,11,4
"PID1015","2026-04",41,11,14,8,4
"PID1015","2026-05",54,9,10,8,2
"PID1015","2026-06",53,11,13,11,3
"PID1016","2026-01",47,11,14,7,3
"PID1016","2026-02",50,13,25,12,3
"PID1016","2026-03",48,8,14,14,2
"PID1016","2026-04",54,19,19,12,3
"PID1016","2026-05",61,6,21,10,5
"PID1016","2026-06",50,11,18,7,2
"PID1017","2026-01",40,9,19,8,3
"PID1017","2026-02",47,12,19,6,5
"PID1017","2026-03",35,11,12,6,5
"PID1017","2026-04",44,6,19,8,1
"PID1017","2026-05",36,18,7,9,4
"PID1017","2026-06",35,14,12,8,1
"PID1018","2026-01",50,9,18,16,2
"PID1018","2026-02",46,12,14,11,2
"PID1018","2026-03",39,14,12,3,3
"PID1018","2026-04",36,20,13,7,3
"PID1018","2026-05",58,13,17,11,5
"PID1018","2026-06",48,12,18,13,3
"PID1019","2026-01",42,7,17,9,3
"PID1019","2026-02",43,3,16,12,2
"PID1019","2026-03",43,18,13,9,0
"PID1019","2026-04",35,10,11,4,3
"PID1019","2026-05",46,14,18,12,3
"PID1019","2026-06",57,10,18,13,5
"PID1020","2026-01",50,12,11,10,6
"PID1020","2026-02",51,18,15,10,3
"PID1020","2026-03",57,5,19,13,2
"PID1020","2026-04",61,21,23,15,4
"PID1020","2026-05",49,10,14,11,3
"PID1020","2026-06",60,15,17,15,5
"PID1021","2026-01",51,18,15,12,5
"PID1021","2026-02",66,5,30,16,7
"PID1021","2026-03",62,15,17,8,2
"PID1021","2026-04",47,15,13,12,5
"PID1021","2026-05",51,12,16,10,3
"PID1021","2026-06",43,17,11,10,6
"PID1022","2026-01",62,25,24,17,6
"PID1022","2026-02",70,10,23,14,7
"PID1022","2026-03",66,16,22,13,4
"PID1022","2026-04",58,12,18,11,6
"PID1022","2026-05",63,11,23,14,5
"PID1022","2026-06",69,12,22,12,6
"PID1023","2026-01",80,20,26,16,4
"PID1023","2026-02",78,15,29,19,6
"PID1023","2026-03",68,13,27,19,5
"PID1023","2026-04",86,16,31,13,3
"PID1023","2026-05",74,19,25,18,5
"PID1023","2026-06",78,9,26,19,8
"PID1024","2026-01",41,12,12,12,4
"PID1024","2026-02",57,8,18,7,4
"PID1024","2026-03",33,3,12,5,5
"PID1024","2026-04",55,12,17,11,3
"PID1024","2026-05",44,11,8,8,0
"PID1024","2026-06",37,6,14,3,4
"PID1025","2026-01",53,18,24,9,2
"PID1025","2026-02",64,8,20,13,6
"PID1025","2026-03",62,11,24,7,6
"PID1025","2026-04",64,19,25,12,6
"PID1025","2026-05",60,9,28,14,6
"PID1025","2026-06",66,5,24,11,2
"PID1026","2026-01",56,12,22,12,4
"PID1026","2026-02",57,15,18,7,3
"PID1026","2026-03",49,12,17,12,5
"PID1026","2026-04",65,10,25,14,4
"PID1026","2026-05",47,14,17,16,4
"PID1026","2026-06",53,15,17,9,4
"PID1027","2026-01",53,17,17,11,2
"PID1027","2026-02",56,12,19,10,3
"PID1027","2026-03",66,17,21,16,5
"PID1027","2026-04",64,12,27,14,2
"PID1027","2026-05",58,18,25,15,3
"PID1027","2026-06",49,11,14,16,2
"PID1028","2026-01",55,9,15,14,4
"PID1028","2026-02",54,15,19,14,3
"PID1028","2026-03",46,11,19,9,3
"PID1028","2026-04",68,10,21,16,2
"PID1028","2026-05",48,8,18,10,5
"PID1028","2026-06",56,13,17,8,3
"PID1029","2026-01",69,15,26,11,4
"PID1029","2026-02",51,17,18,15,6
"PID1029","2026-03",56,13,22,9,5
"PID1029","2026-04",62,5,19,15,5
"PID1029","2026-05",53,12,14,10,5
"PID1029","2026-06",64,14,22,10,5
"PID1030","2026-01",45,8,17,13,2
"PID1030","2026-02",47,9,13,10,4
"PID1030","2026-03",32,14,11,9,4
"PID1030","2026-04",39,8,13,10,2
"PID1030","2026-05",43,9,14,10,4
"PID1030","2026-06",61,8,19,17,2
"PID1031","2026-01",51,12,15,13,3
"PID1031","2026-02",59,13,22,16,2
"PID1031","2026-03",62,7,19,9,3
"PID1031","2026-04",52,6,17,11,2
"PID1031","2026-05",81,14,29,15,5
"PID1031","2026-06",48,12,16,8,5
"PID1032","2026-01",60,11,20,8,3
"PID1032","2026-02",56,11,13,13,1
"PID1032","2026-03",41,12,17,4,3
"PID1032","2026-04",49,1,20,12,4
"PID1032","2026-05",60,5,19,15,2
"PID1032","2026-06",34,12,9,13,4
"PID1033","2026-01",61,5,21,10,6
"PID1033","2026-02",59,13,19,13,5
"PID1033","2026-03",60,15,23,6,4
"PID1033","2026-04",64,16,17,10,5
"PID1033","2026-05",80,13,25,15,4
"PID1033","2026-06",56,21,20,11,6
"PID1034","2026-01",58,12,23,11,4
"PID1034","2026-02",61,11,26,18,3
"PID1034","2026-03",60,11,20,12,3
"PID1034","2026-04",52,14,15,13,4
"PID1034","2026-05",41,19,11,6,4
"PID1034","2026-06",51,15,14,5,3
"PID1035","2026-01",67,12,23,14,7
"PID1035","2026-02",76,11,27,20,7
"PID1035","2026-03",61,11,19,15,5
"PID1035","2026-04",83,13,25,22,3
"PID1035","2026-05",71,8,20,17,6
"PID1035","2026-06",66,17,18,14,7
"PID1036","2026-01",42,14,12,11,4
"PID1036","2026-02",51,12,13,15,2
"PID1036","2026-03",38,11,9,9,1
"PID1036","2026-04",52,14,24,12,1
"PID1036","2026-05",48,13,15,11,2
"PID1036","2026-06",46,16,17,9,4
"PID1037","2026-01",57,10,15,14,3
"PID1037","2026-02",53,10,21,13,3
"PID1037","2026-03",58,16,17,14,5
"PID1037","2026-04",61,10,25,12,5
"PID1037","2026-05",54,24,22,4,6
"PID1037","2026-06",54,15,20,12,5
"PID1038","2026-01",45,6,17,13,2
"PID1038","2026-02",40,20,12,11,3
"PID1038","2026-03",56,15,22,7,4
"PID1038","2026-04",54,14,18,8,2
"PID1038","2026-05",44,9,14,12,3
"PID1038","2026-06",38,11,18,7,2
"PID1039","2026-01",40,13,18,6,4
"PID1039","2026-02",55,7,18,9,4
"PID1039","2026-03",49,14,16,13,3
"PID1039","2026-04",43,11,15,5,1
"PID1039","2026-05",37,13,12,9,2
"PID1039","2026-06",53,4,17,7,3
"PID1040","2026-01",58,16,17,9,4
"PID1040","2026-02",49,14,20,11,5
"PID1040","2026-03",48,13,20,12,3
"PID1040","2026-04",52,8,18,11,2
"PID1040","2026-05",44,11,16,9,3
"PID1040","2026-06",62,4,22,16,0
"PID1041","2026-01",52,7,20,13,6
"PID1041","2026-02",38,11,11,9,2
"PID1041","2026-03",44,15,13,7,2
"PID1041","2026-04",50,9,18,15,3
"PID1041","2026-05",53,13,19,13,0
"PID1041","2026-06",45,17,17,10,5
"PID1042","2026-01",54,12,20,11,5
"PID1042","2026-02",54,11,15,15,1
"PID1042","2026-03",35,13,13,2,1
"PID1042","2026-04",46,15,18,9,3
"PID1042","2026-05",60,11,22,15,2
"PID1042","2026-06",43,10,13,10,3
"PID1043","2026-01",66,13,25,13,4
"PID1043","2026-02",47,13,12,4,5
"PID1043","2026-03",56,13,18,8,6
"PID1043","2026-04",60,8,22,7,6
"PID1043","2026-05",62,14,18,16,4
"PID1043","2026-06",64,10,23,10,3
"PID1044","2026-01",57,7,16,11,4
"PID1044","2026-02",59,22,21,10,3
"PID1044","2026-03",59,15,21,15,2
"PID1044","2026-04",62,8,24,13,4
"PID1044","2026-05",49,11,18,14,4
"PID1044","2026-06",51,19,16,14,4
"PID1045","2026-01",54,9,12,13,4
"PID1045","2026-02",48,19,17,15,2
"PID1045","2026-03",51,25,19,17,3
"PID1045","2026-04",57,7,18,11,4
"PID1045","2026-05",43,15,11,9,3
"PID1045","2026-06",41,5,11,12,3
"PID1046","2026-01",56,16,21,14,5
"PID1046","2026-02",35,14,10,2,2
"PID1046","2026-03",58,12,23,18,1
"PID1046","2026-04",50,20,20,12,4
"PID1046","2026-05",32,14,8,6,3
"PID1046","2026-06",59,11,21,10,4
"PID1047","2026-01",54,5,14,4,1
"PID1047","2026-02",38,13,12,5,3
"PID1047","2026-03",51,7,17,7,1
"PID1047","2026-04",42,9,9,6,2
"PID1047","2026-05",47,7,15,11,0
"PID1047","2026-06",33,7,7,9,2
"PID1048","2026-01",48,12,18,13,1
"PID1048","2026-02",39,6,10,11,3
"PID1048","2026-03",61,10,25,9,3
"PID1048","2026-04",37,11,12,9,4
"PID1048","2026-05",32,13,16,6,3
"PID1048","2026-06",52,6,13,6,2
"PID1049","2026-01",53,13,13,13,3
"PID1049","2026-02",57,13,23,8,4
"PID1049","2026-03",45,13,15,9,2
"PID1049","2026-04",61,8,19,13,2
"PID1049","2026-05",50,9,17,8,3
"PID1049","2026-06",63,0,19,12,2
"PID1050","2026-01",57,17,16,13,4
"PID1050","2026-02",67,9,24,11,6
"PID1050","2026-03",44,11,17,14,3
"PID1050","2026-04",55,10,20,12,7
"PID1050","2026-05",52,14,15,15,5
"PID1050","2026-06",56,12,18,10,5
"PID1051","2026-01",50,19,15,11,2
"PID1051","2026-02",56,11,17,12,3
"PID1051","2026-03",51,14,19,8,4
"PID1051","2026-04",55,16,20,18,5
"PID1051","2026-05",53,18,17,18,3
"PID1051","2026-06",53,18,23,11,4
