"PersonId","MetricDate","Meeting_hours","Scheduled_call_hours","Collaboration_hours","Available_to_focus_hours","Uninterrupted_hours","Interrupted_hours","Open_1_hour_block","Recurring_meeting_hours","Conflicting_meeting_hours","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","After_hours_collaboration_hours"
"SYN00995",2026-06-07,1.059,1.249,5.701,37.692,18.127,19.565,22,0.795,0.026,0.231,1.681
"SYN00995",2026-06-14,1.532,0.549,5.686,37.919,14.346,23.573,19,0.729,0.2,0.226,0.096
"SYN00995",2026-06-21,3.64,0.562,8.295,35.798,16.148,19.65,15,1.798,0.255,0.709,1.953
"SYN00995",2026-06-28,2.332,1.62,6.399,36.048,18.469,17.578,17,1.311,0.028,0.171,1.756
"SYN00996",2026-01-04,5.742,0.869,9.049,33.389,18.104,15.284,18,3.33,0.735,0.734,2.552
"SYN00996",2026-01-11,9.416,1.535,13.514,29.05,15.603,13.447,20,5.724,1.272,0.431,4.491
"SYN00996",2026-01-18,8.423,1.09,12.94,30.487,16.304,14.183,18,4.675,0.07,0.825,2.543
"SYN00996",2026-01-25,9.678,0.778,13.141,29.544,13.306,16.237,15,6.817,1.19,0.992,2.473
"SYN00996",2026-02-01,5.939,0.752,9.314,33.309,17.512,15.797,17,2.953,0.486,1.076,3.061
"SYN00996",2026-02-08,7.752,1.853,12.12,30.395,15.809,14.586,19,4.695,1.076,1.15,3.605
"SYN00996",2026-02-15,8.273,1.179,11.715,30.548,14.519,16.029,19,3.103,0.827,0.979,2.575
"SYN00996",2026-02-22,10.703,0.951,15.316,28.346,13.405,14.941,18,5.475,1.535,0.82,3.84
"SYN00996",2026-03-01,8.55,1.794,13.701,29.655,14.221,15.434,15,5.377,1.375,0.174,2.091
"SYN00996",2026-03-08,7.8,0.481,13.96,31.72,12.636,19.084,18,2.805,0.348,0.601,4.668
"SYN00996",2026-03-15,9.077,1.468,15.209,29.455,13.979,15.477,15,6.6,0.897,1.203,2.782
"SYN00996",2026-03-22,8.421,0.699,11.954,30.88,14.316,16.564,18,4.156,1.23,1.313,2.971
"SYN00996",2026-03-29,5.78,1.368,10.734,32.851,14.033,18.818,23,2.057,0.741,0.609,3.022
"SYN00996",2026-04-05,10.61,1.118,14.144,28.271,15.198,13.073,14,5.534,0.536,1.82,1.062
"SYN00996",2026-04-12,10.704,0.45,15.814,28.846,13.8,15.046,17,5.974,0.56,0.703,3.23
"SYN00996",2026-04-19,8.617,0.55,11.606,30.832,13.226,17.606,15,3.353,0.009,1.829,3.078
"SYN00996",2026-04-26,8.371,0.786,11.307,30.844,16.826,14.018,19,3.3,1.09,1.261,3.412
"SYN00996",2026-05-03,7.925,0.536,12.588,31.539,19.977,11.562,16,5.449,0.13,0.637,3.975
"SYN00996",2026-05-10,7.165,1.414,12.325,31.421,13.441,17.98,14,5.173,0.008,0.952,1.659
"SYN00996",2026-05-17,9.309,1.187,13.753,29.504,12.943,16.561,17,3.363,0.851,0.637,1.784
"SYN00996",2026-05-24,6.611,1.322,10.994,32.067,15.979,16.088,17,2.327,0.18,0.754,3.604
"SYN00996",2026-05-31,8.225,1.578,12.964,30.196,14.239,15.957,13,3.959,0.83,1.529,1.748
"SYN00996",2026-06-07,8.172,1.171,11.633,30.657,15.965,14.692,16,2.7,0.107,1.149,3.525
"SYN00996",2026-06-14,9.583,0.653,12.771,29.764,14.124,15.64,19,4.041,0.89,0.468,2.527
"SYN00996",2026-06-21,7.627,1.078,13.282,31.295,16.131,15.164,17,4.212,0.906,0.464,2.567
"SYN00996",2026-06-28,6.757,1.269,10.438,31.974,17.927,14.048,15,4.767,0.089,0.175,2.15
"SYN00997",2026-01-04,7.657,1.29,13.801,31.053,12.927,18.126,21,5.365,0.996,1.567,3.385
"SYN00997",2026-01-11,11.455,1.542,17.388,27.003,8.768,18.235,14,5.378,1.945,3.479,2.785
"SYN00997",2026-01-18,7.262,1.256,13.994,31.482,12.678,18.804,22,5.276,1.532,1.704,3.71
"SYN00997",2026-01-25,10.406,0.971,17.377,28.624,8.505,20.119,14,4.199,2.358,2.408,3.065
"SYN00997",2026-02-01,7.696,1.402,12.481,30.902,9.984,20.918,15,5.866,1.84,1.791,3.845
"SYN00997",2026-02-08,7.622,1.261,13.425,31.117,12.393,18.724,19,3.534,0.934,1.776,4.14
"SYN00997",2026-02-15,9.344,1.13,17.645,29.526,10.536,18.991,18,5.938,1.691,2.898,3.508
"SYN00997",2026-02-22,7.579,2.144,15.681,30.277,11.838,18.439,15,3.069,1.288,1.452,2.194
"SYN00997",2026-03-01,10.436,1.327,16.39,28.237,11.031,17.206,16,6.087,2.023,3.357,2.821
"SYN00997",2026-03-08,8.177,0.829,13.732,30.994,10.254,20.74,16,4.258,1.949,2.642,3.363
"SYN00997",2026-03-15,9.252,1.837,16.244,28.91,12.706,16.204,18,5.51,1.387,2.047,3.891
"SYN00997",2026-03-22,9.937,0.915,16.23,29.148,11.116,18.032,14,6.719,1.526,1.989,3.091
"SYN00997",2026-03-29,4.349,0.781,8.923,34.87,14.029,20.841,20,2.955,1.209,0.734,3.071
"SYN00997",2026-04-05,8.025,1.34,13.73,30.635,10.363,20.272,17,3.081,1.096,2.498,2.946
"SYN00997",2026-04-12,8.681,1.597,15.076,29.722,12.131,17.591,15,5.685,1.289,1.414,3.84
"SYN00997",2026-04-19,11.527,1.038,17.102,27.435,4.23,23.205,18,6.327,2.412,3.965,4.104
"SYN00997",2026-04-26,9.452,2.108,16.182,28.441,8.585,19.856,14,4.188,1.581,3.08,2.741
"SYN00997",2026-05-03,8.885,1.858,14.986,29.257,11.309,17.948,15,3.643,1.953,1.344,3.043
"SYN00997",2026-05-10,9.174,1.198,16.122,29.628,9.455,20.173,21,4.596,1.99,2.546,2.828
"SYN00997",2026-05-17,8.133,2.025,13.955,29.843,7.011,22.831,19,5.244,2.259,1.352,3.686
"SYN00997",2026-05-24,6.437,0.701,11.642,32.862,14.2,18.661,21,4.628,1.162,0.971,3.49
"SYN00997",2026-05-31,8.928,1.776,16.92,29.296,8.199,21.097,16,5.075,2.407,1.476,3.153
"SYN00997",2026-06-07,9.45,0.887,14.706,29.663,9.453,20.21,20,5.841,1.84,2.22,2.245
"SYN00997",2026-06-14,6.805,1.066,12.152,32.129,12.137,19.992,18,3.705,0.888,1.15,2.987
"SYN00997",2026-06-21,9.488,1.211,15.168,29.301,7.585,21.716,14,5.506,1.444,2.167,3.245
"SYN00997",2026-06-28,8.502,1.34,14.739,30.159,10.784,19.374,17,3.622,1.03,1.914,2.648
"SYN00998",2026-01-04,11.896,1.321,16.035,26.783,11.324,15.459,16,6.374,1.763,2.037,1.72
"SYN00998",2026-01-11,10.376,1.047,15.629,28.577,15.55,13.027,16,4.312,1.28,1.702,1.439
"SYN00998",2026-01-18,9.868,1.79,15.975,28.342,14.988,13.354,19,7.402,0.773,1.223,0.372
"SYN00998",2026-01-25,12.486,1.266,18.296,26.248,9.888,16.359,16,8.95,1.242,2.57,0.983
"SYN00998",2026-02-01,9.592,1.856,15.083,28.552,12.585,15.967,18,6.272,0.167,1.682,2.422
"SYN00998",2026-02-08,9.201,1.709,14.544,29.09,15.178,13.912,15,3.755,0.536,1.536,1.558
"SYN00998",2026-02-15,9.885,1.95,15.111,28.165,15.214,12.951,15,6.139,1.021,0.49,0.865
"SYN00998",2026-02-22,9.77,0.529,13.403,29.701,13.142,16.559,16,5.237,0.805,1.584,1.488
"SYN00998",2026-03-01,6.139,1.516,10.649,32.345,14.831,17.514,19,3.394,0.607,1.219,1.177
"SYN00998",2026-03-08,9.324,1.982,15.595,28.694,16.556,12.138,14,4.536,0.495,0.446,1.191
"SYN00998",2026-03-15,7.229,1.057,11.32,31.714,17.396,14.317,20,3.158,0.332,1.638,0.427
"SYN00998",2026-03-22,10.63,1.717,17.715,27.652,12.6,15.052,17,6.887,1.616,0.819,1.506
"SYN00998",2026-03-29,9.033,1.265,16.861,29.702,10.27,19.432,14,3.526,1.271,0.549,1.681
"SYN00998",2026-04-05,8.673,1.094,14.79,30.233,12.252,17.982,13,4.89,0.316,1.201,0.902
"SYN00998",2026-04-12,9.662,0.831,13.768,29.506,12.512,16.994,17,6.274,0.925,0.532,1.686
"SYN00998",2026-04-19,8.01,0.55,14.162,31.44,15.669,15.771,17,4.833,0.213,0.727,1.515
"SYN00998",2026-04-26,9.672,1.038,16.071,29.291,14.321,14.97,19,4.017,0.199,0.465,1.716
"SYN00998",2026-05-03,9.692,0.584,13.692,29.724,15.003,14.721,15,5.452,1.422,0.906,0.453
"SYN00998",2026-05-10,8.093,0.537,11.733,31.37,15.506,15.864,13,5.864,0.865,1.352,2.623
"SYN00998",2026-05-17,6.074,1.475,13.551,32.451,17.951,14.5,20,3.655,0.957,0.427,2.113
"SYN00998",2026-05-24,6.984,0.992,11.243,32.024,16.461,15.563,20,4.243,0.28,0.507,1.973
"SYN00998",2026-05-31,8.568,0.526,15.244,30.906,14.212,16.694,17,5.874,0.5,1.65,1.655
"SYN00998",2026-06-07,9.654,0.521,15.904,29.824,15.088,14.737,14,5.28,1.084,0.684,2.393
"SYN00998",2026-06-14,10.47,1.492,15.012,28.038,11.739,16.299,17,5.522,1.289,1.325,2.548
"SYN00998",2026-06-21,10.412,0.687,16.409,28.901,14.805,14.096,16,5.25,0.739,1.088,1.199
"SYN00998",2026-06-28,8.333,1.077,12.228,30.59,13.011,17.579,17,5.007,0.53,0.29,2.341
"SYN00999",2026-01-04,11.702,1.867,17.633,26.43,6.805,19.626,17,6.483,3.277,3.242,3.164
"SYN00999",2026-01-11,8.801,1.518,16.225,29.682,9.955,19.727,16,4.328,2.364,2.934,3.64
"SYN00999",2026-01-18,10.765,0.959,15.654,28.277,6.57,21.707,14,5.236,2.228,3.306,0.927
"SYN00999",2026-01-25,8.035,1.211,15.6,30.754,10.933,19.821,19,3.995,1.844,1.38,3.14
"SYN00999",2026-02-01,9.926,1.517,16.632,28.557,7.021,21.536,13,4.648,1.622,3.305,2.118
"SYN00999",2026-02-08,10.485,2.14,20.638,27.375,7.026,20.348,17,6.488,2.612,3.137,3.597
"SYN00999",2026-02-15,11.394,1.202,17.303,27.404,6.577,20.826,16,4.7,2.741,1.789,2.84
"SYN00999",2026-02-22,11.316,1.92,18.88,26.765,7.715,19.05,14,4.465,3.204,3.035,2.652
"SYN00999",2026-03-01,12.141,1.896,18.63,25.963,9.285,16.678,18,8.187,3.511,2.865,3.303
"SYN00999",2026-03-08,13.424,1.986,19.55,24.59,8.223,16.367,14,9.635,2.215,4.601,3.933
"SYN00999",2026-03-15,8.822,1.512,15.842,29.666,9.679,19.986,15,5.822,2.395,1.356,3.194
"SYN00999",2026-03-22,14.996,1.393,20.412,23.611,4.593,19.018,15,7.82,2.625,3.221,3.79
"SYN00999",2026-03-29,9.011,1.255,15.504,29.734,7.505,22.229,17,4.788,1.936,2.901,2.476
"SYN00999",2026-04-05,11.52,0.85,18.819,27.629,9.422,18.208,17,6.532,2.409,3.343,2.961
"SYN00999",2026-04-12,12.854,2.163,20.513,24.983,7.882,17.101,14,8.515,3.377,3.721,2.676
"SYN00999",2026-04-19,11.063,1.184,20.569,27.753,7.04,20.713,14,5.22,1.424,2.601,3.731
"SYN00999",2026-04-26,9.982,1.138,15.456,28.881,12.942,15.938,14,6.609,2.039,2.216,3.932
"SYN00999",2026-05-03,10.159,1.863,17.938,27.978,7.272,20.705,15,7.878,1.327,2.986,2.345
"SYN00999",2026-05-10,9.473,2.075,16.894,28.452,9.476,18.976,15,4.527,2.702,1.926,3.27
"SYN00999",2026-05-17,8.637,1.674,16.481,29.689,10.177,19.511,20,5.258,1.328,2.066,1.918
"SYN00999",2026-05-24,9.218,0.968,14.658,29.814,8.838,20.976,18,5.134,2.491,2.435,2.662
"SYN00999",2026-05-31,11.681,1.107,19.35,27.212,3.89,23.322,18,7.339,2.659,3.347,2.256
"SYN00999",2026-06-07,11.685,0.852,18.317,27.463,7.483,19.98,17,4.98,3.241,4.017,2.974
"SYN00999",2026-06-14,9.343,1.225,14.604,29.432,10.593,18.838,15,6.356,1.202,3.219,2.227
"SYN00999",2026-06-21,10.905,0.966,18.723,28.13,8.392,19.737,15,5.886,2.52,3.026,2.582
"SYN00999",2026-06-28,11.011,1.311,17.045,27.678,9.034,18.645,18,7.936,2.139,3.604,2.39
"SYN01000",2026-01-04,10.067,1.028,14.462,28.905,7.225,21.681,20,3.964,0.456,2.211,0.261
"SYN01000",2026-01-11,7.619,0.607,12.243,31.774,14.444,17.331,19,3.493,0.286,0.636,0
"SYN01000",2026-01-18,11.358,1.706,17.526,26.936,7.023,19.913,14,7.78,0.262,0.507,1.164
"SYN01000",2026-01-25,9.064,1.18,14.008,29.756,13.671,16.085,15,4.186,0.518,1.885,0
"SYN01000",2026-02-01,8.967,0.706,13.798,30.327,13.026,17.301,19,5.763,1.281,1.629,0.527
"SYN01000",2026-02-08,10.464,0.646,15.127,28.89,10.462,18.428,18,5.79,1.434,1.555,1.154
"SYN01000",2026-02-15,10.534,1.072,15.179,28.395,10.619,17.776,15,7.323,0.301,1.018,1.106
"SYN01000",2026-02-22,9.879,1.31,15.256,28.811,8.813,19.998,14,6.584,0.805,1.106,0.697
"SYN01000",2026-03-01,10.226,1.351,15.728,28.423,6.944,21.478,17,4.811,0.295,0.565,0.929
"SYN01000",2026-03-08,11.211,1.588,17.276,27.201,7.681,19.52,13,5.551,1.405,0.915,0.791
"SYN01000",2026-03-15,10.509,0.954,15.966,28.537,7.171,21.366,15,7.515,1.426,1.2,0.654
"SYN01000",2026-03-22,9.776,0.658,16.01,29.566,9.812,19.754,13,5.135,1.617,0.352,1.2
"SYN01000",2026-03-29,11.931,0.755,17.01,27.314,7.651,19.663,15,6.848,1.857,2.041,1.045
"SYN01000",2026-04-05,12.755,0.503,16.209,26.742,10.523,16.219,14,9.794,1.521,1.489,0.227
"SYN01000",2026-04-12,10.048,1.525,16.177,28.426,8.213,20.213,18,4.838,0.479,0.923,0
"SYN01000",2026-04-19,9.49,1.255,13.994,29.255,10.793,18.462,15,7.145,0.665,2.133,0.644
"SYN01000",2026-04-26,10.037,0.562,13.85,29.401,8.147,21.255,18,5.203,1.612,1.549,1.637
"SYN01000",2026-05-03,7.659,0.501,11.432,31.84,12.23,19.61,16,4.49,0.504,1.064,1.094
"SYN01000",2026-05-10,11.838,1.54,17.762,26.622,11.725,14.896,14,7.234,1.399,1.469,0.209
"SYN01000",2026-05-17,11.105,0.563,14.775,28.332,11.43,16.902,14,4.372,1.315,1.148,0
"SYN01000",2026-05-24,10.697,1.028,15.405,28.275,9.042,19.233,17,5.825,1.78,0.843,0.078
"SYN01000",2026-05-31,6.744,1.655,12.878,31.601,9.465,22.136,19,3.085,0.071,0.295,0.92
"SYN01000",2026-06-07,8.853,1.936,14.291,29.211,10.799,18.413,18,3.403,0.284,1.615,1.746
"SYN01000",2026-06-14,11.275,0.5,15.444,28.225,8.192,20.032,16,5.334,0.952,1.438,2.051
"SYN01000",2026-06-21,10.4,1.258,16.739,28.342,11.368,16.974,15,5.967,0.59,1.03,0.71
"SYN01000",2026-06-28,10.236,1.641,14.689,28.123,7.193,20.93,18,6.514,0.86,2.081,0.862
"SYN01001",2026-01-04,10.97,0.849,17.195,28.181,10.626,17.555,11,6.73,2.113,3.528,2.366
"SYN01001",2026-01-11,9.029,1.815,16.086,29.156,11.397,17.759,16,5.498,1.519,2.779,3.515
"SYN01001",2026-01-18,10.614,1.67,17.01,27.716,9.199,18.517,17,4.995,1.34,2.71,2.803
"SYN01001",2026-01-25,10.365,1.072,15.863,28.563,9.089,19.474,16,7.288,1.994,2.13,4.739
"SYN01001",2026-02-01,10.586,1.497,17.276,27.917,9.189,18.727,14,5.995,1.383,2.311,3.36
"SYN01001",2026-02-08,9.21,1.097,15.714,29.694,12.241,17.453,15,5.61,2.292,2.779,4.313
"SYN01001",2026-02-15,9.65,1.856,15.859,28.494,11.02,17.474,21,4.313,1.389,3.136,2.829
"SYN01001",2026-02-22,10.963,1.839,17.845,27.197,7.938,19.259,16,7.426,2.848,3.463,3.119
"SYN01001",2026-03-01,9.688,0.888,15.529,29.424,6.934,22.49,13,5.677,1.626,3.131,3.939
"SYN01001",2026-03-08,10.541,1.339,16.952,28.12,9.074,19.046,16,6.756,2.964,2.366,3.114
"SYN01001",2026-03-15,10.849,1.064,18.348,28.087,4.514,23.573,14,6.831,1.989,2.262,3.109
"SYN01001",2026-03-22,9.647,1.515,15.468,28.837,7.546,21.291,16,5.664,2.213,1.878,3.655
"SYN01001",2026-03-29,8.6,1.652,14.445,29.748,10.556,19.192,18,5.348,1.71,2.417,3.286
"SYN01001",2026-04-05,8.528,1.716,16.021,29.756,9.194,20.562,21,5.928,2.136,2.666,3.857
"SYN01001",2026-04-12,9.16,0.96,16.18,29.879,8.538,21.342,15,3.633,2.256,1.596,3.681
"SYN01001",2026-04-19,10.152,1.298,15.652,28.55,8.514,20.037,15,6.06,1.329,3.513,3.196
"SYN01001",2026-04-26,11.522,1.356,17.988,27.122,7.028,20.094,16,6.815,1.648,3.325,2.747
"SYN01001",2026-05-03,8.871,1.345,14.864,29.784,9.119,20.666,17,4.056,1.34,3.063,2.547
"SYN01001",2026-05-10,9.121,1.283,14.364,29.596,7.169,22.427,16,6.245,1.994,1.957,3.134
"SYN01001",2026-05-17,10.466,1.041,15.563,28.494,8.003,20.491,15,7.251,1.788,3.073,3.702
"SYN01001",2026-05-24,9.391,1.048,15.548,29.561,9.247,20.315,17,5.811,1.821,3.193,4.09
"SYN01001",2026-05-31,8.918,1.044,15.046,30.038,10.367,19.672,19,3.921,1.346,3.091,3.498
"SYN01001",2026-06-07,8.966,1.402,14.902,29.632,8.319,21.313,17,4.82,1.452,1.402,3.074
"SYN01001",2026-06-14,9.92,0.866,15.701,29.215,8.854,20.361,16,6.712,1.311,2.277,3.789
"SYN01001",2026-06-21,8.325,2.156,16.118,29.519,11.108,18.411,21,5.483,1.794,2.357,2.605
"SYN01001",2026-06-28,10.241,0.827,17.351,28.932,6.797,22.135,17,5.884,2.772,1.798,3.871
"SYN01002",2026-01-04,5.884,1.559,10.889,32.557,8.538,24.02,17,3.431,0.436,1.037,6.759
"SYN01002",2026-01-11,5.771,1.313,10.316,32.916,11.072,21.844,18,2.78,0.932,1.324,5.527
"SYN01002",2026-01-18,3.066,1.004,6.546,35.93,11.082,24.848,19,1.173,0.185,0.541,5.277
"SYN01002",2026-01-25,2.506,0.646,6.774,36.848,15.72,21.128,21,1.146,0.279,0.3,6.426
"SYN01002",2026-02-01,5.115,1.079,10.152,33.807,13.44,20.366,22,2.309,0.124,0.828,5.51
"SYN01002",2026-02-08,5.851,0.643,9.537,33.506,10.691,22.815,19,3.159,0.594,0.323,6.066
"SYN01002",2026-02-15,6.408,0.794,11.581,32.798,12.843,19.955,17,3.046,1.051,0.424,4.774
"SYN01002",2026-02-22,5.247,0.584,10.104,34.169,12.643,21.526,17,4.009,0.171,0.668,5.014
"SYN01002",2026-03-01,7.816,0.704,12.619,31.479,9.098,22.381,21,3.861,0.137,0.581,6.085
"SYN01002",2026-03-08,5.097,1.214,10.212,33.689,9.128,24.561,19,1.948,0.391,1.046,5.791
"SYN01002",2026-03-15,4.721,0.776,8.7,34.504,13.213,21.291,25,3.532,0.119,0.495,5.677
"SYN01002",2026-03-22,4.129,1.026,9.103,34.845,10.218,24.627,17,2.474,0.193,0.337,6.354
"SYN01002",2026-03-29,6.089,1.397,11.49,32.514,9.874,22.64,18,2.553,0.969,0.469,6.644
"SYN01002",2026-04-05,4.575,1.494,8.708,33.931,12.79,21.141,17,2.2,0.638,0.663,5.396
"SYN01002",2026-04-12,4.355,1.361,8.646,34.284,8.665,25.619,20,2.494,0.639,0.15,5.777
"SYN01002",2026-04-19,6.73,1.013,11.508,32.257,11.769,20.489,18,3.653,0.4,0.39,6.471
"SYN01002",2026-04-26,3.166,0.721,7.68,36.113,13.741,22.373,20,2.084,0.435,0.226,5.383
"SYN01002",2026-05-03,2.764,0.721,5.861,36.515,14.633,21.882,21,1.816,0.178,0.268,4.786
"SYN01002",2026-05-10,4.255,1.92,10.242,33.826,8.992,24.834,18,2.34,0.096,0.855,5.62
"SYN01002",2026-05-17,3.025,1.89,7.703,35.085,11.802,23.284,21,1.155,0.337,0.531,4.543
"SYN01002",2026-05-24,4.908,1.253,10.972,33.84,10.786,23.054,21,2.822,0.878,0.696,4.973
"SYN01002",2026-05-31,2.863,1.499,10.687,35.638,12.245,23.393,22,1.819,0.392,0.652,4.234
"SYN01002",2026-06-07,2.254,1.792,9.178,35.954,14.025,21.929,17,1.024,0.311,0.365,4.955
"SYN01002",2026-06-14,6.336,1.787,11.932,31.877,14.343,17.533,20,3.11,0.846,0.838,4.774
"SYN01002",2026-06-21,6.87,0.705,12.889,32.425,12.031,20.394,22,2.704,0.308,0.435,5.471
"SYN01002",2026-06-28,5.666,1.485,10.935,32.848,8.287,24.561,20,2.731,0.432,0.525,5.028
"SYN01003",2026-01-04,6.433,0.682,11.415,32.886,13.094,19.792,21,3.427,1.068,1.254,1.092
"SYN01003",2026-01-11,2.517,1.272,6.719,36.211,15.965,20.246,22,0.955,0.07,0.178,1.667
"SYN01003",2026-01-18,6.008,1.765,11.053,32.227,12.799,19.428,18,4.364,0.889,0.24,1.669
"SYN01003",2026-01-25,7.064,1.687,12.185,31.249,13.676,17.572,19,4.082,0.938,0.802,0.999
"SYN01003",2026-02-01,4.224,1.718,9.343,34.058,15.586,18.472,15,2.729,0.728,0.752,1.37
"SYN01003",2026-02-08,6.628,1.774,11.556,31.598,13.526,18.072,20,3.718,1.059,1.186,0.44
"SYN01003",2026-02-15,5.539,1.451,10.393,33.01,13.801,19.21,17,2.578,0.936,0.886,1.511
"SYN01003",2026-02-22,6.964,1.588,11.064,31.448,14.89,16.558,19,5.044,0.104,1.462,1.737
"SYN01003",2026-03-01,7.111,1.431,12.407,31.458,16.9,14.558,16,3.288,0.71,1.386,1.634
"SYN01003",2026-03-08,6.504,1.891,11.766,31.606,13.246,18.36,19,2.581,0.882,0.988,1.805
"SYN01003",2026-03-15,6.889,0.665,12.418,32.446,15.803,16.642,20,2.95,0.309,1.165,0.786
"SYN01003",2026-03-22,4.559,0.601,9.426,34.84,13.06,21.78,22,3.303,0.339,0.818,1.372
"SYN01003",2026-03-29,6.248,1.207,12.355,32.545,15.697,16.848,17,4.04,0.568,0.259,0
"SYN01003",2026-04-05,4.289,0.504,7.884,35.207,18.534,16.673,20,2.48,0.657,0.918,1.106
"SYN01003",2026-04-12,5.919,1.145,10.282,32.936,14.775,18.161,19,2.905,0.463,0.845,0.772
"SYN01003",2026-04-19,3.901,1.256,9.531,34.843,16.743,18.1,22,2.586,0.309,0.377,1.684
"SYN01003",2026-04-26,7.696,1.409,12.435,30.895,12.69,18.204,17,2.942,0.441,0.639,2.131
"SYN01003",2026-05-03,5.105,1.286,10.967,33.609,13.911,19.698,20,2.423,0.29,0.778,1.124
"SYN01003",2026-05-10,5.452,1.554,10.037,32.994,16.751,16.243,16,3.386,0.924,1.098,1.105
"SYN01003",2026-05-17,4.835,1.994,9.627,33.17,15.12,18.05,22,2.892,0.264,0.352,1.156
"SYN01003",2026-05-24,6.622,0.939,11.987,32.439,14.107,18.332,19,3.146,0.965,0.537,0.418
"SYN01003",2026-05-31,6.566,0.782,10.734,32.652,14.024,18.628,22,3.351,0.744,0.428,1.619
"SYN01003",2026-06-07,5.861,1.166,10.752,32.973,16.27,16.703,21,2.596,0.534,0.496,1.058
"SYN01003",2026-06-14,5.337,1.298,9.23,33.365,16.219,17.146,15,3.302,0.331,0.862,1.096
"SYN01003",2026-06-21,5.101,0.968,8.958,33.931,12.6,21.331,17,3.782,0.398,0.432,1.303
"SYN01003",2026-06-28,5.563,1.247,10.785,33.19,12.848,20.342,19,3.999,0.295,0.411,2.602
"SYN01004",2026-01-04,3.217,1.422,7.862,35.361,16.826,18.535,22,1.355,0.065,0.559,3.202
"SYN01004",2026-01-11,2.968,1.171,6.418,35.861,18.225,17.636,17,1.813,0.309,0.623,2.542
"SYN01004",2026-01-18,1.991,0.25,6.732,37.759,16.557,21.203,21,1.229,0.233,0.021,1.336
"SYN01004",2026-01-25,2.207,1.013,5.184,36.78,19.368,17.412,20,0.889,0.327,0.072,2.07
"SYN01004",2026-02-01,2.869,1.56,7.213,35.571,14.274,21.297,19,1.812,0.266,0.241,2.168
"SYN01004",2026-02-08,4.447,0.935,7.209,34.618,14.139,20.478,18,1.464,0.016,0.606,2.163
"SYN01004",2026-02-15,5.013,0.25,8.085,34.737,13.063,21.673,21,1.552,0.565,0.609,1.49
"SYN01004",2026-02-22,4.119,1.194,7.802,34.687,17.978,16.709,23,2.492,0.095,0.775,1.523
"SYN01004",2026-03-01,3.328,0.587,6.093,36.085,15.303,20.782,20,1.299,0.525,0.565,2.439
"SYN01004",2026-03-08,2.656,1.199,5.813,36.145,19.708,16.437,22,1.343,0.012,0.445,1.002
"SYN01004",2026-03-15,3.189,0.266,6.642,36.544,13.796,22.748,19,1.393,0.013,0.285,2.652
"SYN01004",2026-03-22,4.971,0.86,6.896,34.168,17.276,16.892,22,1.789,0.024,0.339,1.949
"SYN01004",2026-03-29,3.655,0.928,6.592,35.417,18.664,16.753,18,2.038,0.408,0.491,1.715
"SYN01004",2026-04-05,0.5,1.233,3.518,38.267,19.14,19.127,20,0.161,0,0.05,2.111
"SYN01004",2026-04-12,0.5,0.988,2.919,38.512,17.699,20.813,23,0.241,0.005,0.044,1.156
"SYN01004",2026-04-19,2.423,1.358,8.738,36.218,12.263,23.955,18,0.94,0.382,0.231,1.575
"SYN01004",2026-04-26,1.62,1.227,6.106,37.153,17.63,19.523,22,0.533,0.155,0.158,1.899
"SYN01004",2026-05-03,2.453,0.25,5.88,37.297,17.684,19.613,21,1.611,0.192,0.27,3.491
"SYN01004",2026-05-10,5.215,1.042,9.465,33.743,17.996,15.746,18,3.321,0.002,0.773,3.011
"SYN01004",2026-05-17,1.868,0.25,4.507,37.882,16.768,21.115,22,0.981,0.191,0.385,2.291
"SYN01004",2026-05-24,2.361,1.254,4.909,36.385,16.61,19.775,23,1.079,0.228,0.026,2.349
"SYN01004",2026-05-31,1.266,1.173,4.31,37.562,14.791,22.771,21,0.63,0.003,0.055,1.942
"SYN01004",2026-06-07,0.5,1.125,4.658,38.375,16.705,21.67,25,0.256,0.08,0.062,2.847
"SYN01004",2026-06-14,2.126,1.504,6.328,36.369,16.412,19.957,19,1.453,0.09,0.085,1.743
"SYN01004",2026-06-21,4.157,0.373,7.076,35.47,16.126,19.344,20,1.713,0.558,0.14,2.617
"SYN01004",2026-06-28,2.117,1.235,7.065,36.649,18.259,18.389,22,1.351,0.088,0.099,2.762
"SYN01005",2026-01-04,15.459,1.294,22.756,23.247,6.239,17.008,9,12.817,2.404,0.963,4.48
"SYN01005",2026-01-11,14.384,1.95,22.839,23.666,7.245,16.422,11,8.134,2.489,2.842,4.21
"SYN01005",2026-01-18,15.342,1.757,23.472,22.901,2.092,20.81,12,9.195,2.567,1.282,4.839
"SYN01005",2026-01-25,13.467,2.536,22.69,23.997,6.43,17.567,12,6.088,0.712,2.142,6.265
"SYN01005",2026-02-01,15.596,1.228,22.912,23.176,0.966,22.21,11,10.282,1.539,2.069,3.063
"SYN01005",2026-02-08,13.025,1.907,21.285,25.068,4.911,20.157,15,7.114,2.705,1.615,3.775
"SYN01005",2026-02-15,13.442,1.928,22.469,24.63,3.864,20.766,14,6.185,1.382,1.469,4.493
"SYN01005",2026-02-22,15.458,2.175,26.085,22.367,1.585,20.782,13,11.863,1.481,3.573,5.351
"SYN01005",2026-03-01,15.486,1.235,24.017,23.28,6.607,16.672,11,12.618,2.44,1.06,4.307
